,0
WAOR,1.522233082886457
WAID,0.0
WAMT,1.3814969276462288
ORCA,1.0977083516422557
ORNV,1.0744873306045817
ORID,1.2764921276095058
CANV,6.361423655156903
CAUT,0.0
CAAZ,0.35420347695113474
NVID,0.5076519322614199
NVUT,1.4029249103993553
NVAZ,0.6606868235434711
IDMT,3.5391946619422407
IDWY,0.9713429973955795
IDUT,0.0
MTWY,1.320857215474451
WYUT,3.699069546262715
WYCO,3.951863600428441
UTAZ,0.08152367379487169
UTNM,1.1670510609417355
UTCO,0.0
AZNM,5.421678209881621
NMCO,2.367615880596932
ORWA,1.522233082886457
IDWA,0.0
MTWA,1.3814969276462288
CAOR,1.0977083516422557
NVOR,1.0744873306045817
IDOR,1.2764921276095058
NVCA,6.361423655156903
UTCA,0.0
AZCA,0.35420347695113474
IDNV,0.5076519322614199
UTNV,1.4029249103993553
AZNV,0.6606868235434711
MTID,3.5391946619422407
WYID,0.9713429973955795
UTID,0.0
WYMT,1.320857215474451
UTWY,3.699069546262715
COWY,3.951863600428441
AZUT,0.08152367379487169
NMUT,1.1670510609417355
COUT,0.0
NMAZ,5.421678209881621
CONM,2.367615880596932
