,AZ,CA,CO,ID,NM,NV,OR,UT,WA,MT,WY
2035-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 07:00:00,0.0,0.0,0.0,0.0,1.8764636759000002,0.0,0.0,0.0,0.0,0,0
2035-02-11 08:00:00,15.828506997799998,40.72909546419999,0.0,0.0,6.7636393141,0.0,0.0,0.0,0.0,0,0
2035-02-11 09:00:00,116.4076412338,87.4999981994,0.0,0.0,7.664356274,0.0,0.0,24.98078784,0.156732339,0,0
2035-02-11 10:00:00,154.1930553156,128.0337236702,0.0,0.0,8.2179928436,0.0,0.0,71.518528,0.281165702,0,0
2035-02-11 11:00:00,179.3791385372,152.9135300607,0.0,0.0,8.8898671372,0.0,0.0,123.9478944,0.063214362,0,0
2035-02-11 12:00:00,199.15524923910002,138.88214133769998,0.0,0.0,9.3652357912,0.0,0.0,130.20147248,0.045558861,0,0
2035-02-11 13:00:00,195.3757377271,111.3106524643,0.0,0.0,8.7121897131,0.0,0.0,127.42728464000001,0.122339193,0,0
2035-02-11 14:00:00,178.7996715946,110.5444104782,0.0,0.0,6.2587945645000005,0.0,0.0,116.0885776,0.0897040715,0,0
2035-02-11 15:00:00,145.7339177854,97.0191196895,0.0,0.0,3.8092215163,0.0,0.0,57.87914384,0.314061715,0,0
2035-02-11 16:00:00,96.120477859,59.0919379386,0.0,0.0,2.7280064646,0.0,0.0,22.047212639999998,0.2249429755,0,0
2035-02-11 17:00:00,31.1007470445,28.732515128699998,0.0,0.0,0.0446607779,0.0,0.0,16.41664816,0.0755900285,0,0
2035-02-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 07:00:00,0.0,0.0,0.0,0.0,0.48411050390000004,0.0,0.0,0.0,0.0,0,0
2035-02-12 08:00:00,59.04390855090001,40.3722133596,0.0,0.0,2.6044603401,0.0,0.0,3.0101393599999997,0.0,0,0
2035-02-12 09:00:00,119.7458522085,41.5567531255,0.0,0.0,5.3283490304,0.0,0.0,34.420832159999996,0.1636664155,0,0
2035-02-12 10:00:00,155.3716919811,137.9716896475,0.0,0.0,4.4673177602,0.0,0.0,19.04249152,0.279845584,0,0
2035-02-12 11:00:00,171.98081340369998,162.83925985140002,0.0,0.0,3.3109669686,0.0,0.0,2.4590404799999996,0.338680191,0,0
2035-02-12 12:00:00,183.2526484551,176.1240732194,0.0,0.0,5.5252802063,0.0,0.0,6.66040128,0.1650445245,0,0
2035-02-12 13:00:00,176.5816440969,170.8752707754,0.0,0.0,4.7991908843,0.0,0.0,15.60401552,0.1652248085,0,0
2035-02-12 14:00:00,164.49481037010003,164.9036981994,0.0,0.0,2.225216945,0.0,0.0,46.29046224,0.0515214745,0,0
2035-02-12 15:00:00,137.5824623201,138.6959552576,0.0,0.0,0.2332867786,0.0,0.0,6.090070560000001,0.03634355,0,0
2035-02-12 16:00:00,81.1962787167,97.85870540089999,0.0,0.0,0.46991953369999995,0.0,0.0,20.18695728,0.01024043,0,0
2035-02-12 17:00:00,28.2932474664,43.186606619900004,0.0,0.0,0.0,0.0,0.0,18.3700104,0.0162028155,0,0
2035-02-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2035-02-13 07:00:00,0.0,0.0,0.0,0.0,0.2296842697,0.0,0.0,0.0,0.0,0,0
2035-02-13 08:00:00,58.3134712461,7.4468196142,0.0,0.0,3.1042818386999995,0.0,0.0,0.25020655999999997,0.0,0,0
2035-02-13 09:00:00,109.3310932084,84.2634466871,0.0,0.0,8.039451438299999,0.0,0.0,22.778008,0.0060137825,0,0
2035-02-13 10:00:00,152.8122439487,58.5518046189,0.0,0.0,6.8340511382999996,0.0,0.0,11.21575312,0.0306735005,0,0
