,0
WAOR,0.0
WAID,3.351609671921189
WAMT,0.27131912799279756
ORCA,0.9905346980483429
ORNV,1.3949391006895837
ORID,0.0
CANV,0.6730114253561017
CAUT,0.0
CAAZ,0.0
NVID,0.0
NVUT,0.24702832130878605
NVAZ,0.20410603720151066
IDMT,0.0
IDWY,1.6553198870761416
IDUT,1.0610927433751702
MTWY,0.2302989272487466
WYUT,0.0
WYCO,0.0
UTAZ,0.0
UTNM,1.9005571143404492
UTCO,0.0
AZNM,0.0
NMCO,0.0
ORWA,0.0
IDWA,3.351609671921189
MTWA,0.27131912799279756
CAOR,0.9905346980483429
NVOR,1.3949391006895837
IDOR,0.0
NVCA,0.6730114253561017
UTCA,0.0
AZCA,0.0
IDNV,0.0
UTNV,0.24702832130878605
AZNV,0.20410603720151066
MTID,0.0
WYID,1.6553198870761416
UTID,1.0610927433751702
WYMT,0.2302989272487466
UTWY,0.0
COWY,0.0
AZUT,0.0
NMUT,1.9005571143404492
COUT,0.0
NMAZ,0.0
CONM,0.0
