block,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
0,363043.522697744,531015.4835429164,40646.971256419965,257678.21073995082,248090.67246079748,7541.5455451472335,2038.531669873451,597520.5744070614,23197.80919577975,2428934.709272105,11546.222240430463
1,378927.8035531241,1722919.568956981,55348.48283388755,589188.2377842341,474573.48441018804,10851.089679149032,2968.300860692463,716502.822465032,36054.80726535778,4220228.460561834,54097.28001610802
4,344585.2362522501,1209560.348378794,65075.36934515899,379178.01650378085,318555.8916496425,7710.512996855205,2679.369789342743,395367.14670428156,28596.171412579286,2619330.8519173088,57472.04046739922
6,275450.170039167,901849.7543427115,33446.00979784285,241967.20518858364,419639.1081359186,6203.364152733267,1735.8465721133014,656525.7683787027,24724.15253285238,3501241.436007692,10321.202547939292
peaknet2,84898.62343501543,321103.4176838834,14695.227728095113,110219.04832431652,77617.12543640932,1217.2600124331293,668.3929361491133,87516.96974676497,6417.954436118677,731596.6023030368,11030.416087313735
peaknetramp5,67606.64371567826,172565.6665520992,1101.7909949865357,27148.944274444548,81016.2969379474,1574.2869797379478,489.4870957184933,98305.65801350711,4641.706202148436,722988.3753067963,2258.6228809925765
peaktotal3,85084.21950151898,302600.0932912649,13440.674993695513,98588.04024652432,68193.16987228893,1479.310854872267,649.1505176199731,91976.84773832189,6467.512695849225,578833.7906939636,10112.48904449967
