,0
WAOR,0.0
WAID,11.17412579935175
WAMT,0.0
ORCA,0.0
ORNV,0.0
ORID,9.487466217053482
CANV,0.0
CAUT,41.803012195146785
CAAZ,0.5768879130464697
NVID,0.0
NVUT,3.7539697562889662
NVAZ,0.0
IDMT,0.0
IDWY,26.449761809661215
IDUT,0.0
MTWY,13.193234692719937
WYUT,49.138983606859895
WYCO,15.26850301342608
UTAZ,0.0
UTNM,0.0
UTCO,0.0
AZNM,0.0
NMCO,0.0
ORWA,0.0
IDWA,11.17412579935175
MTWA,0.0
CAOR,0.0
NVOR,0.0
IDOR,9.487466217053482
NVCA,0.0
UTCA,41.803012195146785
AZCA,0.5768879130464697
IDNV,0.0
UTNV,3.7539697562889662
AZNV,0.0
MTID,0.0
WYID,26.449761809661215
UTID,0.0
WYMT,13.193234692719937
UTWY,49.138983606859895
COWY,15.26850301342608
AZUT,0.0
NMUT,0.0
COUT,0.0
NMAZ,0.0
CONM,0.0
