,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol
15,Glen Canyon Dam,153_G_3,153,G,3,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0.0,1964.0,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Hydro,,0,165.0,16.84481991996443,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,False,False,False,False,153+3
16,Glen Canyon Dam,153_G_4,153,G,4,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0.0,1965.0,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Hydro,,0,165.0,16.84481991996443,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,False,False,False,False,153+4
17,Glen Canyon Dam,153_G_5,153,G,5,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0.0,1965.0,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Hydro,,0,165.0,16.84481991996443,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,False,False,False,False,153+5
18,Glen Canyon Dam,153_G_6,153,G,6,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0.0,1965.0,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Hydro,,0,165.0,16.84481991996443,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,False,False,False,False,153+6
19,Glen Canyon Dam,153_G_7,153,G,7,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,157.0,0.0,1966.0,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Hydro,,0,157.0,16.028101378390396,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,False,False,False,False,153+7
20,Glen Canyon Dam,153_G_8,153,G,8,,Hydro,,WECC_AZ,Arizona,4,Coconino,5,4005,165.0,0.0,1966.0,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,153.0,36.936614,-111.483872,,,,,,,,,0.0,0.0,POINT (-111.483872 36.936614),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Hydro,,0,165.0,16.84481991996443,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,False,False,False,False,153+8
22,Apache Station,160_B_3,160,B,3,94.0,Coal Steam,,WECC_AZ,Arizona,4,Cochise,3,4003,175.0,10765.0,1979.0,9999,wall,dry,N,"Bituminous, Subbituminous",Wet Scrubber,1979.0,0.85,LNB + OFA,SNCR,,2017.0,ESPH,No,ACI,2016.0,,0.15,0.44279,0.30928,0.44279,0.30928,0.1,0.1,0.1,0.9,,,,,,,Yes,Bituminous,160.0,32.0603,-109.8931,,,,,,,,,1.7546330215875177,205.7,POINT (-109.8931 32.0603),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Bituminous,"(10713.0, 10765.0]",12,31.325,17865.71809693197,70.0,0.0,37800.0,4.47,23.35862447738963,1,0.0,1,1,False,False,False,False,160+3
24,Novo BioPower Plant,56616_B_4PB,56616,B,4PB,,Biomass,,WECC_AZ,Arizona,4,Navajo,17,4017,22.2,15411.0,2008.0,9999,,,N,Biomass,,,,,SNCR,,2008.0,B + C,,,,,,0.23622,0.23622,0.23622,0.23622,,,,,,,,,,,,Biomass,56616.0,34.503158,-110.334953,,,,,,,,,0.0,91.9,POINT (-110.334953 34.503158),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Biomass,,4,22.2,2266.393952867941,8.88,0.0,105630.0,5.26,5.26,0,0.0,1,1,False,False,False,False,56616+4PB
26,Dry Lake Wind LLC,57098_G_1,57098,G,1,,Onshore Wind,,WECC_AZ,Arizona,4,Navajo,17,4017,63.0,0.0,2009.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57098.0,34.6596,-110.2842,,,,,,,,,0.0,0.0,POINT (-110.2842 34.6596),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Wind,,0,63.0,6.431658514895509,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57098+1
31,Dry Lake Wind II LLC,57379_G_1,57379,G,1,,Onshore Wind,,WECC_AZ,Arizona,4,Navajo,17,4017,65.1,0.0,2010.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57379.0,34.6062,-110.1734,,,,,,,,,0.0,0.0,POINT (-110.1734 34.6062),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Wind,,0,65.1,6.646047132058692,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57379+1
57,Arizona Western College PV,57765_G_SOLEG,57765,G,SOLEG,,Solar PV,,WECC_AZ,Arizona,4,Yuma,27,4027,1.0,0.0,2015.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,57765.0,32.687778,-114.49611,,,,,,,,,0.0,0.0,POINT (-114.49611 32.687778),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,1.0,0.10208981769675411,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,57765+SOLEG
68,Perrin Ranch Wind LLC,58155_G_GEN1,58155,G,GEN1,,Onshore Wind,,WECC_AZ,Arizona,4,Coconino,5,4005,99.2,0.0,2012.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58155.0,35.415556,-112.271111,,,,,,,,,0.0,0.0,POINT (-112.271111 35.415556),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Wind,,0,99.2,10.12730991551801,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,58155+GEN1
81,Red Horse 2,58833_G_RH2S,58833,G,RH2S,,Solar PV,,WECC_AZ,Arizona,4,Cochise,3,4003,51.0,0.0,2015.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58833.0,32.286111,-110.088056,,,,,,,,,0.0,0.0,POINT (-110.088056 32.286111),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,51.0,5.20658070253446,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,58833+RH2S
82,Red Horse 2,58833_G_RH2W,58833,G,RH2W,,Onshore Wind,,WECC_AZ,Arizona,4,Cochise,3,4003,30.0,0.0,2015.0,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58833.0,32.286111,-110.088056,,,,,,,,,0.0,0.0,POINT (-110.088056 32.286111),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Wind,,0,30.0,3.0626945309026232,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,False,False,False,False,58833+RH2W
83,Fort Huachuca Solar PV Project,58972_G_FHUA2,58972,G,FHUA2,,Solar PV,,WECC_AZ,Arizona,4,Cochise,3,4003,4.1,0.0,2017.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58972.0,31.555278,-110.35,,,,,,,,,0.0,0.0,POINT (-110.35 31.555278),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,4.1,0.41856825255669183,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,58972+FHUA2
86,SR85,59444_G_PV1,59444,G,PV1,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,10.0,0.0,2015.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59444.0,33.145,-112.66,,,,,,,,,0.0,0.0,POINT (-112.66 33.145),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,10.0,1.0208981769675411,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,59444+PV1
87,Sandstone Solar,59634_G_SNDST,59634,G,SNDST,,Solar PV,,WECC_AZ,Arizona,4,Pinal,21,4021,45.0,0.0,2015.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59634.0,33.035556,-111.430278,,,,,,,,,0.0,0.0,POINT (-111.430278 33.035556),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,45.0,4.5940417963539355,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,59634+SNDST
88,Palo Verde,6008_G_1,6008,G,1,,Nuclear,,WECC_AZ,Arizona,4,Maricopa,13,4013,1311.0,10456.0,1986.0,2066,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6008.0,33.3881,-112.8617,,,,,,,,,0.6297576393370804,0.0,POINT (-112.8617 33.3881),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Nuclear Fuel,,20,104.88,669198.7550022232,1179.9,0.0,93280.0,2.14,8.724745876908512,0,0.0,1,1,False,False,False,False,6008+1
89,Palo Verde,6008_G_2,6008,G,2,,Nuclear,,WECC_AZ,Arizona,4,Maricopa,13,4013,1314.0,10456.0,1986.0,2066,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6008.0,33.3881,-112.8617,,,,,,,,,0.6297576393370804,0.0,POINT (-112.8617 33.3881),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Nuclear Fuel,,20,105.12,670730.1022676745,1182.6000000000001,0.0,93280.0,2.14,8.724745876908512,0,0.0,1,1,False,False,False,False,6008+2
90,Palo Verde,6008_G_3,6008,G,3,,Nuclear,,WECC_AZ,Arizona,4,Maricopa,13,4013,1312.0,10456.0,1988.0,2068,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6008.0,33.3881,-112.8617,,,,,,,,,0.6297576393370804,0.0,POINT (-112.8617 33.3881),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Nuclear Fuel,,20,104.96000000000001,669709.204090707,1180.8,0.0,93280.0,2.14,8.724745876908512,0,0.0,1,1,False,False,False,False,6008+3
91,Maricopa County Community Colleges- Estr,60230_G_PV1,60230,G,PV1,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,1.8,0.0,2017.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60230.0,33.409803,-112.340297,,,,,,,,,0.0,0.0,POINT (-112.340297 33.409803),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,1.8,0.1837616718541574,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60230+PV1
92,Red Horse III,60285_G_RH3,60285,G,RH3,,Solar PV,,WECC_AZ,Arizona,4,Cochise,3,4003,30.0,0.0,2016.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60285.0,32.13597,-110.05129,,,,,,,,,0.0,0.0,POINT (-110.05129 32.13597),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,30.0,3.0626945309026232,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60285+RH3
93,"Mesquite Solar 2, LLC",60307_G_1,60307,G,1,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,100.0,0.0,2016.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60307.0,33.332777,-112.911388,,,,,,,,,0.0,0.0,POINT (-112.911388 33.332777),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,100.0,10.208981769675411,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60307+1
94,"Mesquite Solar 3, LLC",60308_G_1,60308,G,1,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,150.0,0.0,2016.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60308.0,33.347583,-112.936805,,,,,,,,,0.0,0.0,POINT (-112.936805 33.347583),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,150.0,15.313472654513117,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60308+1
95,Sulphur Springs,60381_G_SSSP,60381,G,SSSP,,Solar PV,,WECC_AZ,Arizona,4,Cochise,3,4003,20.0,0.0,2016.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60381.0,32.0628,-109.919283,,,,,,,,,0.0,0.0,POINT (-109.919283 32.0628),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,20.0,2.0417963539350823,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60381+SSSP
96,Bonnybrooke PV,60413_G_AZPV1,60413,G,AZPV1,,Solar PV,,WECC_AZ,Arizona,4,Pinal,21,4021,50.0,0.0,2016.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60413.0,33.053,-111.34,,,,,,,,,0.0,0.0,POINT (-111.34 33.053),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,50.0,5.1044908848377055,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60413+AZPV1
97,Red Rock,60467_G_PV1,60467,G,PV1,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,40.0,0.0,2017.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60467.0,32.551026,-111.289232,,,,,,,,,0.0,0.0,POINT (-111.289232 32.551026),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,40.0,4.083592707870165,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60467+PV1
98,Intel - Ocotillo Campus Solar,60822_G_PV1,60822,G,PV1,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,2.8,0.0,2017.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60822.0,33.243261,-111.892354,,,,,,,,,0.0,0.0,POINT (-111.892354 33.243261),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,2.8,0.2858514895509115,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60822+PV1
99,Intel - Ocotillo Campus Solar,60822_G_PV2,60822,G,PV2,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,1.4,0.0,2017.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60822.0,33.243261,-111.892354,,,,,,,,,0.0,0.0,POINT (-111.892354 33.243261),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,1.4,0.14292574477545575,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60822+PV2
100,Apache Solar 1,60964_G_AEPS1,60964,G,AEPS1,,Solar PV,,WECC_AZ,Arizona,4,Cochise,3,4003,20.0,0.0,2017.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60964.0,32.068141,-109.890379,,,,,,,,,0.0,0.0,POINT (-109.890379 32.068141),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,20.0,2.0417963539350823,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,60964+AEPS1
101,T0588 Phoenix - AZ,61199_G_PV1,61199,G,PV1,,Solar PV,,WECC_AZ,Arizona,4,Maricopa,13,4013,1.2,0.0,2017.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,61199.0,33.447225,-112.217664,,,,,,,,,0.0,0.0,POINT (-112.217664 33.447225),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,1.2,0.12250778123610494,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,61199+PV1
102,Kayenta Solar Project,61268_G_PV1,61268,G,PV1,,Solar PV,,WECC_AZ,Arizona,4,Navajo,17,4017,27.3,0.0,2017.0,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,61268.0,36.771944,-110.263889,,,,,,,,,0.0,0.0,POINT (-110.263889 36.771944),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Solar,"(-0.001, 9771.0]",0,27.3,2.7870520231213876,0.0,0.0,27750.0,0.0,0.0,0,0.0,0,0,False,False,False,False,61268+PV1
103,Headgate Rock,7179_G_1,7179,G,1,,Hydro,,WECC_AZ,Arizona,4,La Paz,12,4012,6.5,0.0,1993.0,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,7179.0,34.168264,-114.277356,,,,,,,,,0.0,0.0,POINT (-114.277356 34.168264),27,28,28,25.4962710756,19.9625115102,p28,rto3,AZ,Hydro,,0,6.5,0.6635838150289017,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,False,False,False,False,7179+1
