block,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
0,185638.14938025663,257649.83692647188,15158.524514209763,161893.22715473868,126321.63442783928,3579.090104584723,1153.0089524773493,312001.07582307386,11780.77815801821,1483711.5947448707,7424.5242849079505
1,198549.85008661763,751336.5778606132,30761.177369828347,290907.82346049725,269201.2820741901,5772.388616430088,1467.9529631897267,356128.25729826087,18805.449129838322,2134046.702892016,32663.659508715326
4,161635.53424414838,553817.4223777984,34504.143098955974,178590.39558948076,125486.37990330772,3739.8688127862733,1265.5844624307767,216089.08685167914,11742.367570444727,1252672.314817238,22479.856286024922
5,106164.69930198824,401318.6789522941,34509.54320751166,101968.59428000593,101034.38243154566,2418.7726622338446,672.9017804282223,197080.01587988908,7812.928802376014,986856.3515431104,4566.087972568001
peaknet3,85097.267270752,286961.7959050485,13762.60471132376,100249.24968495,75310.00845540002,1945.4175851476546,649.150510491717,91994.43524505661,6468.391152474198,707690.7621770293,13283.725715470646
peaknetramp6,67611.26987465277,148065.20607497002,1101.8036560105431,42118.54759803344,75587.11837535852,1439.157406529169,489.4871100492798,98300.73706834277,4640.692539428496,547799.6379081365,2057.0081497166416
peaktotal2,86868.46776461063,288710.43673481507,15250.264538510863,105705.31019041927,78559.42726152649,2009.5920108164346,671.6083950765019,89498.7183475274,6622.452448317326,700645.2114925525,13776.671798369473
