,0
Battery StorageWA,0.0
HydrogenWA,0.0
Battery StorageOR,0.0
HydrogenOR,0.0
Battery StorageCA,0.0
HydrogenCA,0.0
Battery StorageNV,0.0
HydrogenNV,0.0
Battery StorageID,0.0
HydrogenID,0.0
Battery StorageMT,0.0
HydrogenMT,0.0
Battery StorageWY,0.0
HydrogenWY,0.0
Battery StorageUT,0.0
HydrogenUT,0.0
Battery StorageAZ,0.0
HydrogenAZ,0.0
Battery StorageNM,0.0
HydrogenNM,0.0
Battery StorageCO,0.0
HydrogenCO,0.0
