,0
WAOR,7.432547373261889
WAID,0.5161430997264552
WAMT,0.0
ORCA,0.0
ORNV,2.786353159450323
ORID,0.6283911278264713
CANV,3.1129080025147884
CAUT,0.0
CAAZ,0.0
NVID,1.7101469542699892
NVUT,0.3539290809153135
NVAZ,0.7610818067604935
IDMT,0.29621908099913796
IDWY,0.21047676688944378
IDUT,1.267308344102526
MTWY,0.6573492763652109
WYUT,1.4611731371926875
WYCO,1.7650118185710473
UTAZ,0.0
UTNM,1.7954588418577484
UTCO,0.0
AZNM,6.888696095537362
NMCO,6.471655448008665
ORWA,7.432547373261889
IDWA,0.5161430997264552
MTWA,0.0
CAOR,0.0
NVOR,2.786353159450323
IDOR,0.6283911278264713
NVCA,3.1129080025147884
UTCA,0.0
AZCA,0.0
IDNV,1.7101469542699892
UTNV,0.3539290809153135
AZNV,0.7610818067604935
MTID,0.29621908099913796
WYID,0.21047676688944378
UTID,1.267308344102526
WYMT,0.6573492763652109
UTWY,1.4611731371926875
COWY,1.7650118185710473
AZUT,0.0
NMUT,1.7954588418577484
COUT,0.0
NMAZ,6.888696095537362
CONM,6.471655448008665
