,0
WAOR,5.167696350726116
WAID,0.0
WAMT,0.0
ORCA,0.0
ORNV,0.0
ORID,0.0
CANV,0.0
CAUT,0.0
CAAZ,0.0
NVID,0.08073240586633146
NVUT,0.0
NVAZ,0.0
IDMT,0.0
IDWY,0.0
IDUT,0.0
MTWY,0.0
WYUT,0.0
WYCO,4.546072480011038
UTAZ,11.121409245170028
UTNM,0.0
UTCO,0.0
AZNM,0.0
NMCO,0.0
ORWA,5.167696350726116
IDWA,0.0
MTWA,0.0
CAOR,0.0
NVOR,0.0
IDOR,0.0
NVCA,0.0
UTCA,0.0
AZCA,0.0
IDNV,0.08073240586633146
UTNV,0.0
AZNV,0.0
MTID,0.0
WYID,0.0
UTID,0.0
WYMT,0.0
UTWY,0.0
COWY,4.546072480011038
AZUT,11.121409245170028
NMUT,0.0
COUT,0.0
NMAZ,0.0
CONM,0.0
