,0
WAOR,1.4524528585476084
WAID,0.0
WAMT,1.2496525712578157
ORCA,1.320524499659574
ORNV,1.0999230833705813
ORID,1.1270059207508352
CANV,6.376088290694469
CAUT,0.0
CAAZ,0.5434307665655653
NVID,0.6442985797541756
NVUT,1.590138851542911
NVAZ,0.9284452647451837
IDMT,3.5719553621042968
IDWY,0.9593573236904526
IDUT,0.0
MTWY,1.3672323036090328
WYUT,3.730773544159237
WYCO,4.243262808725621
UTAZ,0.0
UTNM,1.3030813769911962
UTCO,0.0
AZNM,5.547861555717567
NMCO,2.530305268642801
ORWA,1.4524528585476084
IDWA,0.0
MTWA,1.2496525712578157
CAOR,1.320524499659574
NVOR,1.0999230833705813
IDOR,1.1270059207508352
NVCA,6.376088290694469
UTCA,0.0
AZCA,0.5434307665655653
IDNV,0.6442985797541756
UTNV,1.590138851542911
AZNV,0.9284452647451837
MTID,3.5719553621042968
WYID,0.9593573236904526
UTID,0.0
WYMT,1.3672323036090328
UTWY,3.730773544159237
COWY,4.243262808725621
AZUT,0.0
NMUT,1.3030813769911962
COUT,0.0
NMAZ,5.547861555717567
CONM,2.530305268642801
