block,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
0,175529.32003075228,190499.6248544866,16278.191724453076,148953.79256561326,228724.92829628306,2008.6447652418287,984.8846670303161,305640.25346303376,11778.767346623565,1546115.311026978,14878.101481343707
1,193327.5799303094,460425.458912337,25362.92678723183,295228.8890716988,327952.79847915,7008.017085350808,1745.720296260138,318026.952640023,20050.445490235794,2054459.7871569376,37055.23603837109
2,183022.02876298586,469051.6155754989,34982.2477821491,239844.54539955594,167629.38719806957,4721.3701901432005,1422.6209996526056,211806.41104605762,15154.813310871665,1642970.0212114418,33993.05020212544
6,130903.70538515944,437195.5233654384,16166.85262084597,138878.25922436654,165349.63566723705,1298.1510271577658,888.815686986588,334046.66537343926,12486.052868506484,1927257.178672872,8553.009389525607
peaknet4,83948.23727452276,309920.88948211574,13052.578305624442,100249.24633108868,50638.65992286042,1767.7331019546748,655.4121462136992,91976.84773832189,6467.512695849225,708316.155761525,10896.624399470482
peaknetramp5,65344.13921076421,183169.9691985112,1138.5909803915613,42118.55052200364,91516.62428836332,821.8876252122735,484.57357645633675,98305.65801350711,4641.706202148436,548373.6938443829,2007.4922458337041
peaktotal3,86951.01453092291,316263.5830418504,14583.18529761485,105705.31108545055,89457.7270463515,2325.7041966232946,672.2814330129736,89468.88543237551,6620.951685600538,700196.47633864,9044.40559775762
