,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
2834,Fresno Cogen Partners,10156_G_GEN4,10156,G,GEN4COMBINED,89509.0,Combined Cycle,,WEC_CALN,California,6.0,Fresno,19.0,6019.0,422.2,8791.045002368546,2003.0,9999.0,,,Y,Natural Gas,,,,H2O,SCR,,,,,,,,,0.01234,0.01234,0.01234,0.01234,,,,,,,,,,,,Natural Gas,10156.0,36.617022,-120.099846,,,,,,,,,3.6509190329230177,117.0,POINT (-120.099846 36.617022),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Combined Cycle,"(8523.0, 11346.0]",4,134.2596,43102.32103156958,168.88,0.0,13170.0,3.5999999999999996,35.6953935184301,1,0.0,1,1,0,False,False,False,10156+GEN4COMBINED,,,,,,,,,,,,
2836,Dynegy Moss Landing Power Plant,260_G_CT1A,260,G,CT1ACOMBINED,149.0,Combined Cycle,,WEC_CALN,California,6.0,Monterey,53.0,6053.0,4064.1,7065.510322088532,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01062,0.01062,0.01062,0.01062,,,,,,,,,,,,Natural Gas,260.0,36.804837,-121.782241,,,,,,,,,3.6509190329230177,117.0,POINT (-121.782241 36.804837),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Combined Cycle,"(5931.999, 7183.0]",4,1292.3838,414903.22810137836,1625.64,0.0,13170.0,3.5999999999999996,29.395606112227064,1,0.0,1,1,0,False,False,False,260+CT1ACOMBINED,,,,,,,,,,,,
2837,Cosumnes,55970_G_1,55970,G,1COMBINED,,Combined Cycle,,WEC_BANC,California,6.0,Sacramento,67.0,6067.0,2800.4,7103.5034995000715,2010.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2006.0,,,,,,,,0.00559,0.00559,0.00559,0.00559,,,,,,,,,,,,Natural Gas,55970.0,38.338475,-121.123978,,,,,,,,,3.6509190329230177,117.0,POINT (-121.123978 38.338475),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Combined Cycle,"(5931.999, 7183.0]",4,890.5272,285892.3254779902,1120.16,0.0,13170.0,3.5999999999999996,29.534316126760075,1,0.0,1,1,0,False,False,False,55970+1COMBINED,,,,,,,,,,,,
2838,Scattergood,404_G_4,404,G,4COMBINED,90958.0,Combined Cycle,,WEC_LADW,California,6.0,Los Angeles,37.0,6037.0,390.0,7050.0,2016.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00674,0.00674,0.00674,0.00674,,,,,,,,,,,,Natural Gas,404.0,33.918151,-118.427648,,,,,,,,,3.6509190329230177,117.00000000000001,POINT (-118.427648 33.918151),9.0,10.0,10.0,29.1722901383,16.6512953217,p10,rto4,CA,Combined Cycle,"(5931.999, 7183.0]",4,124.02,39815.028901734106,156.0,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,404+4COMBINED,,,,,,,,,,,,
2840,Delta Energy Center,55333_G_CTG1,55333,G,CTG1COMBINED,3739.0,Combined Cycle,,WEC_CALN,California,6.0,Contra Costa,13.0,6013.0,5192.3,7309.755850008666,2003.0,9999.0,,,N,Natural Gas,,,,NH3,SCR,,,,,,,,,0.01068,0.01068,0.01068,0.01068,,,,,,,,,,,,Natural Gas,55333.0,38.0169,-121.8439,,,,,,,,,3.6509190329230177,117.0,POINT (-121.8439 38.0169),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Combined Cycle,"(7183.0, 7590.0]",4,1651.1514000000002,530080.9604268564,2076.92,0.0,13170.0,3.5999999999999996,30.28732675881701,1,0.0,1,1,0,False,False,False,55333+CTG1COMBINED,,,,,,,,,,,,
2841,El Segundo Cogen,10213_G_GEN7,10213,G,GEN7COMBINED,,Combined Cycle,,WEC_LADW,California,6.0,Los Angeles,37.0,6037.0,1121.9,7387.831357518494,2008.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.009,0.009,0.009,0.009,,,,,,,,,,,,Natural Gas,10213.0,33.9058,-118.4031,,,,,,,,,3.6509190329230177,116.99999999999999,POINT (-118.4031 33.9058),9.0,10.0,10.0,29.1722901383,16.6512953217,p10,rto4,CA,Combined Cycle,"(7183.0, 7590.0]",4,356.7642,114534.56647398845,448.76000000000005,0.0,13170.0,3.5999999999999996,30.57237411518976,1,0.0,1,1,0,False,False,False,10213+GEN7COMBINED,,,,,,,,,,,,
2855,Currant Creek,56102_G_CT1A,56102,G,CT1ACOMBINED,89419.0,Combined Cycle,,WECC_UT,Utah,49.0,Juab,23.0,49023.0,270.0,7497.0,2005.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.01674,0.01674,0.01674,0.01674,,,,,,,,,,,,Natural Gas,56102.0,39.82144,-111.89345,,,,,,,,,3.6509190329230177,117.0,POINT (-111.89345 39.82144),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,UT,Combined Cycle,"(7187.999, 7497.0]",4,85.86,27564.25077812361,108.0,0.0,13170.0,3.5999999999999996,30.97093998982386,1,0.0,1,1,0,False,False,False,56102+CT1ACOMBINED,,,,,,,,,,,,
2856,Currant Creek,56102_G_ST1,56102,G,ST1COMBINED,,Combined Cycle,,WECC_UT,Utah,49.0,Juab,23.0,49023.0,1430.0,7242.885314685315,2007.0,9999.0,,,N,Natural Gas,,,,,SCR,2005.0,,,,,,,,0.01674,0.01674,0.01674,0.01674,,,,,,,,,,,,Natural Gas,56102.0,39.82144,-111.89345,,,,,,,,,3.6509190329230177,117.0,POINT (-111.89345 39.82144),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,UT,Combined Cycle,"(7187.999, 7497.0]",4,454.74,145988.43930635837,572.0,0.0,13170.0,3.5999999999999996,30.043187848663237,1,0.0,1,1,0,False,False,False,56102+ST1COMBINED,,,,,,,,,,,,
2857,Nebo Power Station,56177_G_GT1,56177,G,GT1COMBINED,89496.0,Combined Cycle,,WECC_UT,Utah,49.0,Utah,49.0,49049.0,130.0,8506.0,2004.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01729,0.01729,0.01729,0.01729,,,,,,,,,,,,Natural Gas,56177.0,40.0614,-111.7294,,,,,,,,,3.6509190329230177,117.0,POINT (-111.7294 40.0614),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,UT,Combined Cycle,"(7497.0, 8506.0]",4,41.34,13271.676300578034,52.0,0.0,13170.0,3.5999999999999996,34.65471729404319,1,0.0,1,1,0,False,False,False,56177+GT1COMBINED,,,,,,,,,,,,
2864,Hermiston Generating Plant,54761_G_GEN1,54761,G,GEN1COMBINED,,Combined Cycle,,WECC_PNW,Oregon,41.0,Umatilla,59.0,41059.0,464.0,7666.0,1996.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01558,0.01558,0.01558,0.01558,,,,,,,,,,,,Natural Gas,54761.0,45.8042,-119.37,,,,,,,,,3.6509190329230177,117.0,POINT (-119.37 45.8042),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Combined Cycle,"(7590.0, 7666.0]",4,147.552,47369.67541129391,185.60000000000002,0.0,13170.0,3.5999999999999996,31.58794530638785,1,0.0,1,1,0,False,False,False,54761+GEN1COMBINED,,,,,,,,,,,,
2865,Coyote Springs,7350_G_1,7350,G,1COMBINED,3105.0,Combined Cycle,,WECC_PNW,Oregon,41.0,Morrow,49.0,41049.0,235.0,7326.0,1995.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,DLNB + H2O,SCR,,,,,,,,,0.01475,0.01475,0.01475,0.01475,,,,,,,,,,,,Natural Gas,7350.0,45.847998,-119.67392,,,,,,,,,3.6509190329230177,117.0,POINT (-119.67392 45.847998),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Combined Cycle,"(7050.0, 7590.0]",4,74.73,23991.107158737217,94.0,0.0,13170.0,3.5999999999999996,30.34663283519403,1,0.0,1,1,0,False,False,False,7350+1COMBINED,,,,,,,,,,,,
2866,Hermiston Power Partnership,55328_G_CTG1,55328,G,CTG1COMBINED,4493.0,Combined Cycle,,WECC_PNW,Oregon,41.0,Umatilla,59.0,41059.0,615.0,7160.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01584,0.01584,0.01584,0.01584,,,,,,,,,,,,Natural Gas,55328.0,45.794046,-119.313323,,,,,,,,,3.6509190329230177,117.0,POINT (-119.313323 45.794046),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Combined Cycle,"(7050.0, 7590.0]",4,195.57,62785.237883503774,246.0,0.0,13170.0,3.5999999999999996,29.74058027572881,1,0.0,1,1,0,False,False,False,55328+CTG1COMBINED,,,,,,,,,,,,
2867,Univ of Oregon Central Power Station,54950_G_CTG1,54950,G,CTG1COMBINED,,Combined Cycle,,WECC_PNW,Oregon,41.0,Lane,39.0,41039.0,14.7,7590.0,2011.0,9999.0,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.02644,0.02644,0.02644,0.02644,,,,,,,,,,,,Natural Gas,54950.0,44.048333,-123.073889,,,,,,,,,3.6509190329230177,117.0,POINT (-123.073889 44.048333),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Combined Cycle,"(7050.0, 7590.0]",4,9.3933,1500.7203201422853,5.88,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,54950+CTG1COMBINED,,,,,,,,,,,,
2868,Coyote Springs II,7931_G_1,7931,G,1COMBINED,3106.0,Combined Cycle,,WECC_PNW,Oregon,41.0,Morrow,49.0,41049.0,780.0,6958.910256410256,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01409,0.01409,0.01409,0.01409,,,,,,,,,,,,Natural Gas,7931.0,45.848039,-119.673965,,,,,,,,,3.6509190329230177,117.0,POINT (-119.673965 45.848039),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Combined Cycle,"(6904.999, 7050.0]",4,248.04,79630.05780346821,312.0,0.0,13170.0,3.5999999999999996,29.0064179035314,1,0.0,1,1,0,False,False,False,7931+1COMBINED,,,,,,,,,,,,
2869,Port Westward,56227_G_1,56227,G,1COMBINED,89564.0,Combined Cycle,,WECC_PNW,Oregon,41.0,Columbia,9.0,41009.0,392.2,7050.0,2007.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.009,0.009,0.009,0.009,,,,,,,,,,,,Natural Gas,56227.0,46.17894,-123.172039,,,,,,,,,3.6509190329230177,117.0,POINT (-123.172039 46.17894),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Combined Cycle,"(6904.999, 7050.0]",4,124.7196,40039.626500666964,156.88,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,56227+1COMBINED,,,,,,,,,,,,
2870,Carty Generating Station,58503_G_GEN1,58503,G,GEN1COMBINED,90906.0,Combined Cycle,,WECC_PNW,Oregon,41.0,Morrow,49.0,41049.0,413.0,7050.0,2016.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.00832,0.00832,0.00832,0.00832,,,,,,,,,,,,Natural Gas,58503.0,45.698611,-119.813056,,,,,,,,,3.6509190329230177,117.0,POINT (-119.813056 45.698611),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Combined Cycle,"(6904.999, 7050.0]",4,131.334,42163.09470875945,165.20000000000002,0.0,13170.0,3.5999999999999996,29.338979182107273,1,0.0,1,1,0,False,False,False,58503+GEN1COMBINED,,,,,,,,,,,,
2876,Bluffview,55977_G_CTG1,55977,G,CTG1COMBINED,89622.0,Combined Cycle,,WECC_NM,New Mexico,35.0,San Juan,45.0,35045.0,58.0,8034.0,2005.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.04395,0.04395,0.04395,0.04395,,,,,,,,,,,,Natural Gas,55977.0,36.716628,-108.215282,,,,,,,,,3.6509190329230177,117.0,POINT (-108.215282 36.716628),30.0,31.0,31.0,25.2210451457,25.5131162869,p31,rto3,NM,Combined Cycle,"(7435.999, 8034.0]",4,37.062,5921.209426411739,23.200000000000003,0.0,13170.0,3.5999999999999996,32.931483510503526,1,0.0,1,1,0,False,False,False,55977+CTG1COMBINED,,,,,,,,,,,,
2877,Luna Energy Facility,55343_G_CTG1,55343,G,CTG1COMBINED,4521.0,Combined Cycle,,WECC_NM,New Mexico,35.0,Luna,29.0,35029.0,559.0,7436.0,2006.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,0.001,0.01096,0.01096,0.01096,0.01096,,,,,,,,,,,,Natural Gas,55343.0,32.299349,-107.7834,,,,,,,,,3.6509190329230177,117.0,POINT (-107.7834 32.299349),30.0,31.0,31.0,25.2210451457,25.5131162869,p31,rto3,NM,Combined Cycle,"(7435.999, 8034.0]",4,177.762,57068.20809248555,223.60000000000002,0.0,13170.0,3.5999999999999996,30.74823392881556,1,0.0,1,1,0,False,False,False,55343+CTG1COMBINED,,,,,,,,,,,,
2893,Goldendale Generating Station,55482_G_G1,55482,G,G1COMBINED,4863.0,Combined Cycle,,WECC_PNW,Washington,53.0,Klickitat,39.0,53039.0,732.7,7165.442063600382,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01016,0.01016,0.01016,0.01016,,,,,,,,,,,,Natural Gas,55482.0,45.8114,-120.833,,,,,,,,,3.6509190329230177,117.0,POINT (-120.833 45.8114),1.0,2.0,2.0,34.9567996089,7.6512303745,p2,rto1,WA,Combined Cycle,"(7081.999, 7292.0]",4,232.9986,74801.20942641173,293.08000000000004,0.0,13170.0,3.5999999999999996,29.76044880930582,1,0.0,1,1,0,False,False,False,55482+G1COMBINED,,,,,,,,,,,,
2894,Mint Farm Generating Station,55700_G_1STG,55700,G,1STGCOMBINED,,Combined Cycle,,WECC_PNW,Washington,53.0,Cowlitz,15.0,53015.0,294.8,7292.0,2008.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,2008.0,,,,,,,,0.01101,0.01101,0.01101,0.01101,,,,,,,,,,,,Natural Gas,55700.0,46.138824,-122.985506,,,,,,,,,3.6509190329230177,117.0,POINT (-122.985506 46.138824),1.0,2.0,2.0,34.9567996089,7.6512303745,p2,rto1,WA,Combined Cycle,"(7081.999, 7292.0]",4,93.74640000000001,30096.07825700311,117.92000000000002,0.0,13170.0,3.5999999999999996,30.222501588074643,1,0.0,1,1,0,False,False,False,55700+1STGCOMBINED,,,,,,,,,,,,
2895,Chehalis Generating Facility,55662_G_CA,55662,G,CACOMBINED,,Combined Cycle,,WECC_PNW,Washington,53.0,Lewis,41.0,53041.0,477.0,7645.0,2003.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB + H2O,SCR,,,,,,,,,0.01189,0.01189,0.01189,0.01189,,,,,,,,,,,,Natural Gas,55662.0,46.6225,-122.9131,,,,,,,,,3.6509190329230177,117.0,POINT (-122.9131 46.6225),1.0,2.0,2.0,34.9567996089,7.6512303745,p2,rto1,WA,Combined Cycle,"(7531.0, 7792.0]",4,151.686,48696.84304135171,190.8,0.0,13170.0,3.5999999999999996,31.51127600669647,1,0.0,1,1,0,False,False,False,55662+CACOMBINED,,,,,,,,,,,,
2897,Grays Harbor Energy Facility,7999_G_CT1,7999,G,CT1COMBINED,89846.0,Combined Cycle,,WECC_PNW,Washington,53.0,Grays Harbor,27.0,53027.0,637.0,7461.0,2008.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.0083,0.0083,0.0083,0.0083,,,,,,,,,,,,Natural Gas,7999.0,46.9692,-123.48,,,,,,,,,3.6509190329230177,117.0,POINT (-123.48 46.9692),1.0,2.0,2.0,34.9567996089,7.6512303745,p2,rto1,WA,Combined Cycle,"(7292.0, 7531.0]",4,202.566,65031.21387283237,254.8,0.0,13170.0,3.5999999999999996,30.839506904638633,1,0.0,1,1,0,False,False,False,7999+CT1COMBINED,,,,,,,,,,,,
2920,Stockton Biomass,54238_B_BIOMS1,54238,B,BIOMS1COMBINED,90649.0,Biomass,,WEC_CALN,California,6.0,San Joaquin,77.0,6077.0,111.1,15101.324032403241,2012.0,9999.0,stoker/SPR,,Y,Biomass,Wet Scrubber,2014.0,0.9,,SCR,2014.0,,ESPH + C,Yes,,,,,0.03927,0.03927,0.03927,0.03927,,,,,Yes,,,,,,,Biomass,54238.0,37.943633,-121.330433,,,,,,,,,0.0,91.90000000000002,POINT (-121.330433 37.943633),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Biomass,"(5742.999, 13565.0]",4,111.1,11342.17874610938,44.44,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,54238+BIOMS1COMBINED,,,,,,,,,,,,
2924,Power Generation Station (PGS) 2,57696_G_1,57696,G,1COMBINED,,Non-Fossil Waste,,WEC_CALN,California,6.0,Alameda,1.0,6001.0,11.0,12658.49090909091,2014.0,9999.0,,,Y,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,57696.0,37.825833,-122.296111,,,,,,,,,0.0,160.1,POINT (-122.296111 37.825833),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Non-Fossil Waste,"(11137.0, 11414.0]",4,11.0,1122.9879946642952,4.4,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,57696+1COMBINED,,,,,,,,,,,,
2925,Verwey-Hanford Dairy Digester #1,60918_G_00003,60918,G,00003COMBINED,,Non-Fossil Waste,,WEC_CALN,California,6.0,Kings,31.0,6031.0,26.0,14461.576923076924,2017.0,9999.0,,,N,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,60918.0,36.18519,-119.681495,,,,,,,,,0.0,160.10000000000005,POINT (-119.681495 36.18519),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Non-Fossil Waste,"(12396.0, 19168.0]",4,26.0,2654.335260115607,10.4,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,60918+00003COMBINED,,,,,,,,,,,,
2926,Phillips 66 Rodeo Refinery,50119_G_GENA,50119,G,GENACOMBINED,,Fossil Waste,,WEC_CALN,California,6.0,Contra Costa,13.0,6013.0,45.6,5125.0,1987.0,9999.0,,,Y,Fossil Waste,,,,,,,,,,,,,,0.04795,0.04795,0.04795,0.04795,,,,,,,,,,,,Fossil Waste,50119.0,38.0417,-122.2583,,,,,,,,,0.0,160.1,POINT (-122.2583 38.0417),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Fossil Waste,"(5124.999, 11724.0]",0,45.6,0.0,11.4,0.0,37800.0,4.47,4.47,0,0.0,1,1,0,False,False,False,50119+GENACOMBINED,,,,,,,,,,,,
2927,Blacksand Generating Facility,56090_G_D182,56090,G,D182COMBINED,,Fossil Waste,,WECC_SCE,California,6.0,Orange,59.0,6059.0,11.2,11724.0,2000.0,9999.0,,,N,Fossil Waste,,,,,,,,,,,,,0.74,0.04795,0.04795,0.04795,0.04795,,,,,,,,,,,,Fossil Waste,56090.0,33.9328,-117.855,,,,,,,,,0.0,160.10000000000002,POINT (-117.855 33.9328),9.0,10.0,10.0,29.1722901383,16.6512953217,p10,rto4,CA,Fossil Waste,"(5124.999, 11724.0]",0,11.2,0.0,2.8,0.0,37800.0,4.47,4.47,0,0.0,1,1,0,False,False,False,56090+D182COMBINED,,,,,,,,,,,,
2935,Blue Mountain Biogas,58130_G_BMB N,58130,G,BMB NCOMBINED,,Non-Fossil Waste,,WECC_UT,Utah,49.0,Beaver,1.0,49001.0,3.0,13500.0,2012.0,9999.0,,,N,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,58130.0,38.173889,-113.297222,,,,,,,,,0.0,160.1,POINT (-113.297222 38.173889),24.0,25.0,25.0,22.1867344858,19.3243237465,p25,rto2,UT,Non-Fossil Waste,"(12457.0, 13500.0]",4,3.0,306.26945309026235,1.2000000000000002,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,58130+BMB NCOMBINED,,,,,,,,,,,,
2944,Threemile Digester,58382_G_GEN1,58382,G,GEN1COMBINED,,Non-Fossil Waste,,WECC_PNW,Oregon,41.0,Morrow,49.0,41049.0,8.9,11259.269662921348,2012.0,9999.0,,,Y,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,58382.0,45.71,-119.901111,,,,,,,,,0.0,160.1,POINT (-119.901111 45.71),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Non-Fossil Waste,"(10776.0, 11021.0]",4,8.9,908.5993775011116,3.5600000000000005,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,58382+GEN1COMBINED,,,,,,,,,,,,
2957,J S Eastwood,104_G_1,104,G,1COMBINED,,Pumped Storage,,WEC_CALN,California,6.0,Fresno,19.0,6019.0,3273.2,0.0,2012.0,9999.0,,,N,Pumped Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Pumped Storage,104.0,37.147926,-119.2567,,,25167.3,3271.5000000000005,3272.5000000000005,,0.81,0.0,0.0,0.0,POINT (-119.2567 37.147926),8.0,9.0,9.0,45.2932178082,19.6629761024,p9,rto4,CA,Pumped Storage,,0,3273.2,334.1603912850155,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,104+1COMBINED,,,,,,,,,,,,
2958,Salem Smart Power Center,60441_G_SSPC,60441,G,SSPCCOMBINED,,Batteries,,WECC_PNW,Oregon,41.0,Marion,47.0,41047.0,5.0,0.0,2013.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60441.0,44.922,-123.0183,60441.0,SSPC,1.3,5.0,5.0,Batteries,0.81,0.0,0.0,0.0,POINT (-123.0183 44.922),4.0,5.0,5.0,25.4553475211,13.7018007455,p5,rto1,OR,Energy Storage,,0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,60441+SSPCCOMBINED,,,,,,,,,,,,
2959,Prosperity Energy Storage Facility,58899_G_GEN-2,58899,G,GEN-2COMBINED,,Batteries,,WECC_NM,New Mexico,35.0,Bernalillo,1.0,35001.0,0.8,0.0,2011.0,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,58899.0,35.001944,-106.637222,58899.0,GEN-2,1.3,0.5,0.5,Batteries,0.81,0.0,0.0,0.0,POINT (-106.637222 35.001944),30.0,31.0,31.0,25.2210451457,25.5131162869,p31,rto3,NM,Energy Storage,,0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,58899+GEN-2COMBINED,,,,,,,,,,,,
2960,MESA 1,60016_G_A,60016,G,ACOMBINED,,Batteries,,WECC_PNW,Washington,53.0,Snohomish,61.0,53061.0,320.4,0.0,1983.5,9999.0,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60016.0,47.936194,-122.246917,60016.0,A,2525.4,320.2,320.2,Batteries,0.81,0.0,0.0,0.0,POINT (-122.246917 47.936194),0.0,1.0,1.0,38.2064776067,5.20597542572,p1,rto1,WA,Energy Storage,,0,320.4,0.0,320.4,0.0,0.0,0.0,0.0,0,0.0,1,1,0,False,False,False,60016+ACOMBINED,,,,,,,,,,,,
2961,,,61269,,1,,Combined Cycle,,,,,,,,400.0,6363.0,2035.0,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,3.6509190329230177,119.0,,,,,,,,,WA,,,4,127.2,40835.92707870164,160.0,0.0,24455.34,1.558692,24.78948980648916,1,0.0,1,1,2035,False,,,61269+1,atb,Gas-CC-AvgCF - Mid,thermal,875147.7371,Yes,0.003,0.035,55.0,,,,CC
2962,,,61270,,1,,Combined Cycle,,,,,,,,400.0,6363.0,2035.0,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,3.6509190329230177,119.0,,,,,,,,,WA,,,4,127.2,40835.92707870164,160.0,0.0,24455.34,1.558692,24.78948980648916,1,0.0,1,1,2035,False,,,61270+1,atb,Gas-CC-AvgCF - Mid,thermal,875147.7371,Yes,0.003,0.035,55.0,,,,CC
2963,,,61271,,1,,Combined Cycle,,,,,,,,400.0,6363.0,2035.0,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,3.6509190329230177,119.0,,,,,,,,,WA,,,4,127.2,40835.92707870164,160.0,0.0,24455.34,1.558692,24.78948980648916,1,0.0,1,1,2035,False,,,61271+1,atb,Gas-CC-AvgCF - Mid,thermal,875147.7371,Yes,0.003,0.035,55.0,,,,CC
2964,,,61272,,1,,Combined Cycle,,,,,,,,400.0,6363.0,2035.0,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural Gas,,,,,,,,,,,,3.6509190329230177,119.0,,,,,,,,,WA,,,4,127.2,40835.92707870164,160.0,0.0,24455.34,1.558692,24.78948980648916,1,0.0,1,1,2035,False,,,61272+1,atb,Gas-CC-AvgCF - Mid,thermal,875147.7371,Yes,0.003,0.035,55.0,,,,CC
