,0
WAOR,20.937553326821785
WAID,812.186604050969
WAMT,21.536192452014337
ORCA,0.0
ORNV,112.11918315385941
ORID,223.5726839128755
CANV,179.67754303582146
CAUT,737.6147170151357
CAAZ,94.27223381832287
NVID,107.55564140673673
NVUT,324.84523182568364
NVAZ,21.50031485749095
IDMT,79.4073222573079
IDWY,1111.1418108755163
IDUT,52.01341360926017
MTWY,822.0429816235097
WYUT,1201.7939566600082
WYCO,552.6329571116667
UTAZ,68.30857800917238
UTNM,52.863197644614424
UTCO,0.0
AZNM,20.93455233060255
NMCO,190.8182312423309
ORWA,20.937553326821785
IDWA,812.186604050969
MTWA,21.536192452014337
CAOR,0.0
NVOR,112.11918315385941
IDOR,223.5726839128755
NVCA,179.67754303582146
UTCA,737.6147170151357
AZCA,94.27223381832287
IDNV,107.55564140673673
UTNV,324.84523182568364
AZNV,21.50031485749095
MTID,79.4073222573079
WYID,1111.1418108755163
UTID,52.01341360926017
WYMT,822.0429816235097
UTWY,1201.7939566600082
COWY,552.6329571116667
AZUT,68.30857800917238
NMUT,52.863197644614424
COUT,0.0
NMAZ,20.93455233060255
CONM,190.8182312423309
