,WAOR,WAID,WAMT,ORCA,ORNV,ORID,CANV,CAUT,CAAZ,NVID,NVUT,NVAZ,IDMT,IDWY,IDUT,MTWY,WYUT,WYCO,UTAZ,UTNM,UTCO,AZNM,NMCO,ORWA,IDWA,MTWA,CAOR,NVOR,IDOR,NVCA,UTCA,AZCA,IDNV,UTNV,AZNV,MTID,WYID,UTID,WYMT,UTWY,COWY,AZUT,NMUT,COUT,NMAZ,CONM
2050-01-17 00:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,108.65926901240395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.2912428551582,0.0,0.0,0.0,0.0,0.0,129.86467541653383,22.390006185369394,404.31084600457564,0.0,0.0,0.0,0.0,0.0,784.4779864801759,94.81566458488844,0.0,147.07444512344438,8.971219668569923,0.0,246.79760803428218,0.0,637.0317611459832,0.0,114.74672843954914,0.0,54.16627902160562,0.0,26.482413886320117,0.0
2050-01-17 01:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,113.31731213421911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.3129535695941,0.0,0.0,0.0,0.0,0.0,66.15874681907906,22.390006185369394,431.01085515601665,0.0,0.0,0.0,0.0,0.0,762.5724687922286,94.81566458488844,0.0,128.6198901138303,22.42876012223613,0.0,212.3675900770824,0.0,572.5325213909912,0.0,7.341293575393041,2.165894870125559,54.16627902160562,0.0,26.482413886320117,0.0
2050-01-17 02:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,103.27197079070453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.2638008654467,0.0,0.0,0.0,0.0,0.0,62.87935315041739,22.390006185369394,410.3885063119758,0.0,0.0,0.0,0.0,0.0,794.5761672223615,83.17947820128904,0.0,141.2875931749358,3.759166576920098,0.0,190.37058039853625,0.0,481.880509540909,0.0,0.0,0.0,29.774521993617114,0.0,0.0,0.0
2050-01-17 03:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,122.46331805096236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.9703457679955,73.37406218630429,22.97127155330719,0.0,0.0,0.0,0.0,22.390006185369394,413.5122319638323,0.0,0.0,0.0,0.0,0.0,794.5761672223615,83.96392354475076,0.0,143.8417046750138,0.0,0.0,201.3204636593145,0.0,430.59952526171213,0.0,0.0,0.0,0.0,0.0,0.25171627452355594,0.0
2050-01-17 04:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,127.89678754187261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.6051190464975,114.40394168308094,0.0,0.0,0.0,0.0,0.0,22.390006185369394,398.46201502541567,0.0,0.0,0.0,0.0,0.0,794.5761672223615,64.82231191807945,0.0,140.22691942869778,0.0,0.0,143.5403656897496,0.0,401.0882549848302,0.0,0.0,0.0,0.0,0.0,0.0,11.369229045398583
2050-01-17 05:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,126.88159280845284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.30625241644,179.90184304045593,0.0,0.0,0.0,0.0,0.0,22.390006185369394,405.562183938977,0.0,0.0,0.0,0.0,0.0,786.6022558986277,85.1818569276,0.0,136.93671680027697,0.0,0.0,158.6705091660741,0.0,393.4399883519293,0.0,0.0,0.0,0.0,0.0,0.0,2.149536008900725
2050-01-17 06:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,121.83424812566082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.7838335275248,158.0162554075107,0.0,0.0,0.0,0.0,0.0,22.390006185369394,434.185417235441,0.0,0.0,0.0,0.0,0.0,793.1619346545859,94.81566458488844,0.0,130.7646005358496,2.1844587581115604,0.0,156.987791032673,0.0,334.98695383023903,0.0,0.0,0.0,0.0,0.0,0.0,40.0461440279193
2050-01-17 07:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,124.52868630636047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.859579597926,192.14233039844274,16.313958606198355,0.0,0.0,0.0,0.0,22.390006185369394,455.06243506236854,0.0,0.0,0.0,0.0,0.5340188097556791,794.5761672223615,94.81566458488844,0.0,128.11550911475663,0.0,0.0,188.2068525299597,0.0,294.1949568539867,0.0,0.0,0.0,0.0,0.0,0.0,61.549462620770186
2050-01-17 08:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,111.81561940849707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.8452449136078,0.0,0.0,0.0,0.0,0.0,0.0,22.390006185369394,415.80475783349516,0.0,0.0,0.0,0.0,0.0,698.3342213460219,74.20544028488871,0.0,124.50345755571763,0.0,0.0,149.07377096800641,0.0,295.37076945499666,0.0,68.84974355295934,0.0,54.16627902160562,0.0,13.887058971461798,0.0
2050-01-17 09:00:00,0.0,0.0,0.0,1.320524499659574,113.21910623723,115.19658953621148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0335845167729,0.0,0.0,0.0,0.0,0.0,28.20371282316499,22.390006185369394,392.3262287374354,0.0,0.0,0.0,0.0,0.0,453.57027802961943,74.81096090300412,0.0,112.72558767712692,0.0,0.0,127.17447136510668,0.0,324.20484940600704,0.0,125.54269499283127,0.0,54.16627902160562,0.0,26.482413886320117,0.0
