,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
227,Hazelton B Hydro,54558_G_U1,54558,G,U1,,Hydro,,WECC_ID,Idaho,16.0,Jerome,53.0,16053.0,3.8,0.0,1993.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54558.0,42.6051,-114.093,,,,,,,,,0.0,0.0,POINT (-114.093 42.6051),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,3.8,0.3879413072476656,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,54558+U1,,,,,,,,,,,,
228,Hazelton B Hydro,54558_G_U2,54558,G,U2,,Hydro,,WECC_ID,Idaho,16.0,Jerome,53.0,16053.0,3.8,0.0,1993.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54558.0,42.6051,-114.093,,,,,,,,,0.0,0.0,POINT (-114.093 42.6051),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,3.8,0.3879413072476656,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,54558+U2,,,,,,,,,,,,
229,Ford Hydro LP,54674_G_GEN1,54674,G,GEN1,,Hydro,,WECC_PNW,Idaho,16.0,Clearwater,35.0,16035.0,0.2,0.0,1988.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54674.0,46.383828,-115.949338,,,,,,,,,0.0,0.0,POINT (-115.949338 46.383828),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,0.2,0.020417963539350825,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,54674+GEN1,,,,,,,,,,,,
230,Ford Hydro LP,54674_G_GEN2,54674,G,GEN2,,Hydro,,WECC_PNW,Idaho,16.0,Clearwater,35.0,16035.0,0.2,0.0,1988.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54674.0,46.383828,-115.949338,,,,,,,,,0.0,0.0,POINT (-115.949338 46.383828),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,0.2,0.020417963539350825,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,54674+GEN2,,,,,,,,,,,,
231,Ford Hydro LP,54674_G_GEN3,54674,G,GEN3,,Hydro,,WECC_PNW,Idaho,16.0,Clearwater,35.0,16035.0,0.2,0.0,1988.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54674.0,46.383828,-115.949338,,,,,,,,,0.0,0.0,POINT (-115.949338 46.383828),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,0.2,0.020417963539350825,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,54674+GEN3,,,,,,,,,,,,
232,Mile 28 Water Power Project,54812_G_1,54812,G,1,,Hydro,,WECC_ID,Idaho,16.0,Jerome,53.0,16053.0,0.7,0.0,1994.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54812.0,42.740139,-114.161173,,,,,,,,,0.0,0.0,POINT (-114.161173 42.740139),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,0.7,0.07146287238772787,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,54812+1,,,,,,,,,,,,
233,Mile 28 Water Power Project,54812_G_2,54812,G,2,,Hydro,,WECC_ID,Idaho,16.0,Jerome,53.0,16053.0,0.7,0.0,1994.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,54812.0,42.740139,-114.161173,,,,,,,,,0.0,0.0,POINT (-114.161173 42.740139),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,0.7,0.07146287238772787,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,54812+2,,,,,,,,,,,,
234,Mora Drop Hydroelectric Project,56498_G_1,56498,G,1,,Hydro,,WECC_ID,Idaho,16.0,Ada,1.0,16001.0,0.8,0.0,2006.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,56498.0,43.460012,-116.47254,,,,,,,,,0.0,0.0,POINT (-116.47254 43.460012),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,0.8,0.0816718541574033,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56498+1,,,,,,,,,,,,
235,Mountain Home,56636_G_1,56636,G,1,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,21.0,0.0,2008.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56636.0,43.0272,-115.4656,,,,,,,,,0.0,0.0,POINT (-115.4656 43.0272),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,21.0,2.1438861716318365,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56636+1,,,,,,,,,,,,
236,Bennett Creek Windfarm LLC,56637_G_1,56637,G,1,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,21.0,0.0,2008.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56637.0,43.0536,-115.4803,,,,,,,,,0.0,0.0,POINT (-115.4803 43.0536),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,21.0,2.1438861716318365,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56637+1,,,,,,,,,,,,
237,Arrowrock Hydroelectric Project,56997_G_1,56997,G,1,,Hydro,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,8.0,0.0,2010.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,56997.0,43.595,-115.9233,,,,,,,,,0.0,0.0,POINT (-115.9233 43.595),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,8.0,0.8167185415740329,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56997+1,,,,,,,,,,,,
238,Arrowrock Hydroelectric Project,56997_G_2,56997,G,2,,Hydro,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,8.0,0.0,2010.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,56997.0,43.595,-115.9233,,,,,,,,,0.0,0.0,POINT (-115.9233 43.595),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,8.0,0.8167185415740329,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,56997+2,,,,,,,,,,,,
239,Camp Reed,57125_G_CRWP,57125,G,CRWP,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,22.5,0.0,2010.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57125.0,42.811944,-115.048889,,,,,,,,,0.0,0.0,POINT (-115.048889 42.811944),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,22.5,2.2970208981769678,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57125+CRWP,,,,,,,,,,,,
240,Ryegrass Windfarm,57427_G_1,57427,G,1,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,23.0,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57427.0,43.037147,-115.439731,,,,,,,,,0.0,0.0,POINT (-115.439731 43.037147),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,23.0,2.348065807025345,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57427+1,,,,,,,,,,,,
241,Hammett Hill Windfarm,57428_G_1,57428,G,1,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,23.0,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57428.0,43.006133,-115.463289,,,,,,,,,0.0,0.0,POINT (-115.463289 43.006133),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,23.0,2.348065807025345,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57428+1,,,,,,,,,,,,
242,Mainline Windfarm,57429_G_1,57429,G,1,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,23.0,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57429.0,43.04835,-115.412886,,,,,,,,,0.0,0.0,POINT (-115.412886 43.04835),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,23.0,2.348065807025345,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57429+1,,,,,,,,,,,,
243,Desert Meadow Windfarm,57430_G_1,57430,G,1,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,23.0,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57430.0,43.056622,-115.452025,,,,,,,,,0.0,0.0,POINT (-115.452025 43.056622),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,23.0,2.348065807025345,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57430+1,,,,,,,,,,,,
244,Cold Springs Windfarm,57431_G_1,57431,G,1,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,23.0,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57431.0,43.028056,-115.400469,,,,,,,,,0.0,0.0,POINT (-115.400469 43.028056),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,23.0,2.348065807025345,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57431+1,,,,,,,,,,,,
245,Two Ponds Windfarm,57444_G_1,57444,G,1,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,23.0,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57444.0,43.033781,-115.482592,,,,,,,,,0.0,0.0,POINT (-115.482592 43.033781),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,23.0,2.348065807025345,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57444+1,,,,,,,,,,,,
246,Sawtooth Wind Project,57749_G_ST,57749,G,ST,,Onshore Wind,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,22.4,0.0,2011.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57749.0,42.982222,-115.393333,,,,,,,,,0.0,0.0,POINT (-115.393333 42.982222),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Wind,,0,22.4,2.286811916407292,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57749+ST,,,,,,,,,,,,
247,Fargo Drop,58384_G_GEN1,58384,G,GEN1,,Hydro,,WECC_ID,Idaho,16.0,Canyon,27.0,16027.0,1.1,0.0,2013.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,58384.0,43.625,-116.899722,,,,,,,,,0.0,0.0,POINT (-116.899722 43.625),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,1.1,0.11229879946642954,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,58384+GEN1,,,,,,,,,,,,
255,Head of U Canal Hydro Project,61217_G_HY1,61217,G,HY1,,Hydro,,WECC_ID,Idaho,16.0,Jerome,53.0,16053.0,1.2,0.0,2015.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,61217.0,42.7628,-114.3958,,,,,,,,,0.0,0.0,POINT (-114.3958 42.7628),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,1.2,0.12250778123610494,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,61217+HY1,,,,,,,,,,,,
256,Anderson Ranch,6395_G_1,6395,G,1,,Hydro,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,20.0,0.0,1950.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6395.0,43.357066,-115.451517,,,,,,,,,0.0,0.0,POINT (-115.451517 43.357066),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,20.0,2.0417963539350823,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6395+1,,,,,,,,,,,,
257,Anderson Ranch,6395_G_2,6395,G,2,,Hydro,,WECC_ID,Idaho,16.0,Elmore,39.0,16039.0,20.0,0.0,1951.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6395.0,43.357066,-115.451517,,,,,,,,,0.0,0.0,POINT (-115.451517 43.357066),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,20.0,2.0417963539350823,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6395+2,,,,,,,,,,,,
258,Black Canyon,6396_G_1,6396,G,1,,Hydro,,WECC_ID,Idaho,16.0,Gem,45.0,16045.0,5.1,0.0,1925.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6396.0,43.930462,-116.437172,,,,,,,,,0.0,0.0,POINT (-116.437172 43.930462),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,5.1,0.520658070253446,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6396+1,,,,,,,,,,,,
259,Black Canyon,6396_G_2,6396,G,2,,Hydro,,WECC_ID,Idaho,16.0,Gem,45.0,16045.0,5.1,0.0,1925.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6396.0,43.930462,-116.437172,,,,,,,,,0.0,0.0,POINT (-116.437172 43.930462),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,5.1,0.520658070253446,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6396+2,,,,,,,,,,,,
260,Boise R Diversion,6397_G_1A,6397,G,1A,,Hydro,,WECC_ID,Idaho,16.0,Ada,1.0,16001.0,1.1,0.0,2004.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6397.0,43.537685,-116.093756,,,,,,,,,0.0,0.0,POINT (-116.093756 43.537685),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,1.1,0.11229879946642954,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6397+1A,,,,,,,,,,,,
261,Boise R Diversion,6397_G_2A,6397,G,2A,,Hydro,,WECC_ID,Idaho,16.0,Ada,1.0,16001.0,1.1,0.0,2004.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6397.0,43.537685,-116.093756,,,,,,,,,0.0,0.0,POINT (-116.093756 43.537685),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,1.1,0.11229879946642954,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6397+2A,,,,,,,,,,,,
262,Boise R Diversion,6397_G_3A,6397,G,3A,,Hydro,,WECC_ID,Idaho,16.0,Ada,1.0,16001.0,1.1,0.0,2004.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6397.0,43.537685,-116.093756,,,,,,,,,0.0,0.0,POINT (-116.093756 43.537685),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,1.1,0.11229879946642954,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6397+3A,,,,,,,,,,,,
263,Minidoka,6398_G_6,6398,G,6,,Hydro,,WECC_ID,Idaho,16.0,Minidoka,67.0,16067.0,2.7,0.0,1927.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6398.0,42.669899,-113.483175,,,,,,,,,0.0,0.0,POINT (-113.483175 42.669899),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,2.7,0.2756425077812361,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6398+6,,,,,,,,,,,,
264,Minidoka,6398_G_7,6398,G,7,,Hydro,,WECC_ID,Idaho,16.0,Minidoka,67.0,16067.0,5.0,0.0,1942.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6398.0,42.669899,-113.483175,,,,,,,,,0.0,0.0,POINT (-113.483175 42.669899),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,5.0,0.5104490884837706,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6398+7,,,,,,,,,,,,
265,Minidoka,6398_G_8,6398,G,8,,Hydro,,WECC_ID,Idaho,16.0,Minidoka,67.0,16067.0,10.0,0.0,1997.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6398.0,42.669899,-113.483175,,,,,,,,,0.0,0.0,POINT (-113.483175 42.669899),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,10.0,1.0208981769675411,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6398+8,,,,,,,,,,,,
266,Minidoka,6398_G_9,6398,G,9,,Hydro,,WECC_ID,Idaho,16.0,Minidoka,67.0,16067.0,10.0,0.0,1997.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,6398.0,42.669899,-113.483175,,,,,,,,,0.0,0.0,POINT (-113.483175 42.669899),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,10.0,1.0208981769675411,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,6398+9,,,,,,,,,,,,
268,Bliss,810_G_1,810,G,1,,Hydro,,WECC_ID,Idaho,16.0,Gooding,47.0,16047.0,26.9,0.0,1949.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,810.0,42.913786,-115.070986,,,,,,,,,0.0,0.0,POINT (-115.070986 42.913786),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,26.9,2.746216096042686,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,810+1,,,,,,,,,,,,
269,Bliss,810_G_2,810,G,2,,Hydro,,WECC_ID,Idaho,16.0,Gooding,47.0,16047.0,25.7,0.0,1950.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,810.0,42.913786,-115.070986,,,,,,,,,0.0,0.0,POINT (-115.070986 42.913786),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,25.7,2.6237083148065805,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,810+2,,,,,,,,,,,,
270,Bliss,810_G_3,810,G,3,,Hydro,,WECC_ID,Idaho,16.0,Gooding,47.0,16047.0,28.8,0.0,1950.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,810.0,42.913786,-115.070986,,,,,,,,,0.0,0.0,POINT (-115.070986 42.913786),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,28.8,2.9401867496665184,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,810+3,,,,,,,,,,,,
271,Brownlee,811_G_1,811,G,1,,Hydro,,WECC_ID,Idaho,16.0,Washington,87.0,16087.0,123.3,0.0,1959.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,811.0,44.8367,-116.8975,,,,,,,,,0.0,0.0,POINT (-116.8975 44.8367),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,123.3,12.587674522009781,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,811+1,,,,,,,,,,,,
272,Brownlee,811_G_2,811,G,2,,Hydro,,WECC_ID,Idaho,16.0,Washington,87.0,16087.0,131.2,0.0,1958.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,811.0,44.8367,-116.8975,,,,,,,,,0.0,0.0,POINT (-116.8975 44.8367),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,131.2,13.394184081814139,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,811+2,,,,,,,,,,,,
273,Brownlee,811_G_3,811,G,3,,Hydro,,WECC_ID,Idaho,16.0,Washington,87.0,16087.0,120.2,0.0,1958.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,811.0,44.8367,-116.8975,,,,,,,,,0.0,0.0,POINT (-116.8975 44.8367),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,120.2,12.271196087149846,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,811+3,,,,,,,,,,,,
274,Brownlee,811_G_4,811,G,4,,Hydro,,WECC_ID,Idaho,16.0,Washington,87.0,16087.0,123.1,0.0,1958.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,811.0,44.8367,-116.8975,,,,,,,,,0.0,0.0,POINT (-116.8975 44.8367),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,123.1,12.567256558470431,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,811+4,,,,,,,,,,,,
275,Brownlee,811_G_5,811,G,5,,Hydro,,WECC_ID,Idaho,16.0,Washington,87.0,16087.0,246.2,0.0,1980.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,811.0,44.8367,-116.8975,,,,,,,,,0.0,0.0,POINT (-116.8975 44.8367),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,246.2,25.134513116940862,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,811+5,,,,,,,,,,,,
276,C J Strike,812_G_1,812,G,1,,Hydro,,WECC_ID,Idaho,16.0,Owyhee,73.0,16073.0,32.3,0.0,1952.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,812.0,42.944869,-115.977858,,,,,,,,,0.0,0.0,POINT (-115.977858 42.944869),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,32.3,3.2975011116051576,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,812+1,,,,,,,,,,,,
277,C J Strike,812_G_2,812,G,2,,Hydro,,WECC_ID,Idaho,16.0,Owyhee,73.0,16073.0,31.2,0.0,1952.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,812.0,42.944869,-115.977858,,,,,,,,,0.0,0.0,POINT (-115.977858 42.944869),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,31.2,3.185202312138728,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,812+2,,,,,,,,,,,,
278,C J Strike,812_G_3,812,G,3,,Hydro,,WECC_ID,Idaho,16.0,Owyhee,73.0,16073.0,30.7,0.0,1952.0,9999.0,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,812.0,42.944869,-115.977858,,,,,,,,,0.0,0.0,POINT (-115.977858 42.944869),14.0,15.0,15.0,26.4064026554,15.9069043345,p15,rto1,ID,Hydro,,0,30.7,3.1341574032903514,0.0,0.0,14130.0,0.0,0.0,0,0.0,1,1,0,False,False,False,812+3,,,,,,,,,,,,
