,WA,OR,CA,NV,ID,MT,WY,UT,AZ,NM,CO
2050-01-17 00:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,239.4765791170208,227.50275016116979,227.50275016116979,216.1276126531113,205.32123202045574,216.1276126531113
2050-01-17 01:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,226.90405871337725,226.30536726558472,215.55885577770837,226.90405871337722
2050-01-17 02:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,216.1276126531113,216.1276126531113,205.32123202045574,216.1276126531113
2050-01-17 03:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,239.4765791170208,239.4765791170208,238.8463775930287,226.90405871337728
2050-01-17 04:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,239.4765791170208,239.4765791170208,248.51839548249828,239.4765791170208
2050-01-17 05:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,239.47657911702078,227.50275016116973,227.50275016116976,239.4765791170208
2050-01-17 06:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.5027501611698,227.50275016116979,227.50275016116979,239.4765791170208,227.50275016116987,239.4765791170209,227.50275016116979
2050-01-17 07:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116976,227.50275016116979,227.50275016116979,239.4765791170208,227.50275016116976,239.4765791170208,227.50275016116979
2050-01-17 08:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,239.4765791170208,227.50275016116979,227.50275016116979,227.50275016116979
2050-01-17 09:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,238.97553562414205,227.50275016116979,227.02675884293495,227.50275016116979
2050-01-17 10:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,205.32123202045574,216.1276126531113
2050-01-17 11:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,205.32123202045574,216.1276126531113
2050-01-17 12:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,216.1276126531113,227.50275016116979,216.1276126531113,195.05517041943295,205.32123202045574
2050-01-17 13:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,216.12761265311127,216.1276126531113,114.77015432542328,227.50275016116979,216.12761265311127,39.51793214086212,41.59782330617065
2050-01-17 14:00:00,227.50275016116979,170.6270626208774,227.50275016116979,179.6074343377657,170.6270626208774,170.02837117308505,161.5269526144308,170.6270626208774,170.6270626208774,145.77807473452378,153.45060498370924
2050-01-17 15:00:00,5e-324,5e-324,227.50275016116979,5e-324,5e-324,0.0,5e-324,5e-324,5e-324,5e-324,5e-324
2050-01-17 16:00:00,455.00550032233957,443.0316713664886,227.50275016116979,466.3491277541985,486.7046369791453,511.88118786263175,538.8223030132966,511.881187862632,490.89381868862995,538.8223030132967,567.181371592944
2050-01-17 17:00:00,227.50275016116979,239.47657911702078,239.47657911702075,252.08060959686395,252.08060959686398,239.4765791170208,279.3136948441706,265.3480101019621,265.348010101962,279.3136948441705,294.0144156254427
2050-01-17 18:00:00,227.50275016116979,227.50275016116979,227.50275016116979,239.4765791170208,239.4765791170208,227.50275016116979,258.6095672138465,245.67908885315424,233.39513441049655,258.60956721384656,272.2205970672069
2050-01-17 19:00:00,227.50275016116979,216.1276126531113,227.50275016116979,227.50275016116979,227.50275016116979,227.50275016116979,239.4765791170208,227.50275016116979,227.5027501611698,239.4765791170208,252.08060959686398
