block,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
0,175471.25812377394,187628.06564616587,16177.781301861929,148953.79256561326,228893.3583597039,2019.1164552748553,987.4287306858486,305640.25346303376,11778.767346623565,1546115.311026978,14936.393492960957
1,193333.1167351265,453727.80309363466,25385.847205539103,295228.8890716988,327987.1903268155,6995.5278273657905,1747.0394204503948,318026.952640023,20050.445490235794,2054459.7871569376,37057.30609890901
2,183036.80922595257,465697.67241676885,35021.59085970312,239844.54539955594,167379.28679549007,4716.010927975981,1422.6008715865303,211806.41104605762,15154.813310871665,1642970.0212114418,33953.72223292099
6,130798.1551204769,436832.23079949117,16152.044991066192,138878.25922436654,165376.63838887247,1303.109897704284,890.1676941750749,334046.66537343926,12486.052868506484,1927257.178672872,8569.247618300202
peaknet4,83936.89001945184,310584.6838445065,13017.34716536692,100249.24633108868,50593.3650462928,1767.5319981654673,656.5819944292421,91976.84773832189,6467.512695849225,708316.155761525,10936.233232972147
peaknetramp5,65320.40261007887,184128.6670795262,1136.7722621627902,42118.55052200364,91570.66166159857,819.7222165037543,483.6647839632983,98305.65801350711,4641.706202148436,548373.6938443829,1999.7639645990723
peaktotal3,86951.90143814357,317080.8681530722,14569.085830952528,105705.31108545055,89360.82004518976,2323.8565108643975,672.3488219233169,89468.88543237551,6620.951685600538,700196.47633864,9072.599178944436
