,0
WAOR,45.7361729241361
WAID,30.62670110592012
WAMT,68.20418690948668
ORCA,36.20272557196627
ORNV,100.40808321267947
ORID,35.53386088602689
CANV,35.25197580909784
CAUT,0.0
CAAZ,0.0
NVID,97.55047531027445
NVUT,43.30247891408956
NVAZ,71.78739442619637
IDMT,58.436988066486954
IDWY,57.08426570177508
IDUT,51.273106568709096
MTWY,161.0731582561104
WYUT,17.30322306606449
WYCO,206.6515304654942
UTAZ,12.448872386796687
UTNM,59.15790472353445
UTCO,0.0
AZNM,21.814389318938375
NMCO,140.96710359069138
ORWA,45.7361729241361
IDWA,30.62670110592012
MTWA,68.20418690948668
CAOR,36.20272557196627
NVOR,100.40808321267947
IDOR,35.53386088602689
NVCA,35.25197580909784
UTCA,0.0
AZCA,0.0
IDNV,97.55047531027445
UTNV,43.30247891408956
AZNV,71.78739442619637
MTID,58.436988066486954
WYID,57.08426570177508
UTID,51.273106568709096
WYMT,161.0731582561104
UTWY,17.30322306606449
COWY,206.6515304654942
AZUT,12.448872386796687
NMUT,59.15790472353445
COUT,0.0
NMAZ,21.814389318938375
CONM,140.96710359069138
