,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
2050-01-17 00:00:00,964.8869737440118,37352.18421396751,6026.04498486866,0.0,6330.737452247201,11646.799756151328,0.0,107.643627138,0.0,461.32669291440004,1220.7364873288882
2050-01-17 01:00:00,800.6567594231184,37184.695367302105,7009.973946218799,0.0,1723.065392660505,7875.915909878481,0.0,107.643627138,0.0,451.746553279,495.228755782424
2050-01-17 02:00:00,434.6442050783485,37495.1450311231,6961.945765047739,0.0,660.4473356395845,9901.394117349922,0.0,107.643627138,0.0,477.4160007016,499.125301321257
2050-01-17 03:00:00,182.8575769224669,37230.77473349578,3027.9187705142995,0.0,908.7785936965491,6395.877167338951,0.0,107.643627138,0.0,449.010777843,698.754624155234
2050-01-17 04:00:00,76.8879629794526,37097.72355729577,2164.828733543547,0.0,709.2736537289355,1529.0776509507568,0.0,107.643627138,0.0,464.2528268386,1473.2133310732806
2050-01-17 05:00:00,0.0,34684.473011890834,2108.074910854485,0.0,1509.8565062926266,1346.0377712045245,0.0,107.643627138,0.0,478.86314359840003,1119.2152725432932
2050-01-17 06:00:00,0.0,34694.586603391355,1742.4672292149658,0.0,1308.4112496409152,172.4483150578703,0.0,107.643627138,0.0,456.1865778456,205.86299821908293
2050-01-17 07:00:00,0.0,30182.163138524757,2047.6923895156053,0.0,3394.7489415119935,161.63080359507032,0.0,107.643627138,0.0,447.194345907,343.4085288136745
2050-01-17 08:00:00,0.0,24736.755208851348,847.4846297010174,0.0,7178.725692759206,168.6638430318703,0.0,107.643627138,0.0,495.60426851680006,447.5096134270713
2050-01-17 09:00:00,0.0,19493.567144019078,63.059791869547865,0.0,7720.503463846242,599.8700109386706,0.0,107.643627138,0.0,407.60896725400005,0.0
2050-01-17 10:00:00,0.0,21280.30482588799,1054.1954128646942,0.0,7728.764058036201,6222.067970313138,0.0,107.643627138,0.0,379.82835168500003,424.539078816252
2050-01-17 11:00:00,0.0,22914.795657561335,2970.437014473496,0.0,7728.394237432557,10473.232818941955,0.0,0.0,0.0,465.96076233900004,303.90314666765585
2050-01-17 12:00:00,0.0,24840.161427662497,5793.653429583755,0.0,7727.833608357672,9860.888052125116,0.0,107.643627138,0.0,327.49804035320005,0.0
2050-01-17 13:00:00,0.0,21282.25366283299,6342.6294569389165,0.0,7733.814624372345,8176.978822047742,0.0,107.643627138,0.0,332.5448324476,0.0
2050-01-17 14:00:00,0.0,25289.975613869152,6381.782528958957,0.0,7732.991582426201,9833.646883656405,0.0,107.643627138,0.0,403.661179506,6479.099842030268
2050-01-17 15:00:00,0.0,25088.16408567199,5505.49429662768,0.0,7750.700959590806,11212.974435013713,0.0,107.643627138,0.0,471.62960064600003,9829.563223957432
2050-01-17 16:00:00,13.95279651379656,27119.39180452229,6557.377343466868,0.0,7779.008159796623,11881.501516805356,0.0,107.643627138,0.0,476.07178665800006,12590.460922305247
2050-01-17 17:00:00,105.67457216697778,26285.392793516825,6892.144560557538,0.0,7784.099172684423,11866.667929828345,0.0,107.643627138,0.0,492.57859333960005,12573.052536789455
2050-01-17 18:00:00,161.3244241399472,23861.6794200818,6403.852709835057,0.0,7794.174778274823,11684.122736018853,0.0,107.643627138,0.0,511.55159468460005,12387.495534711115
2050-01-17 19:00:00,752.2349605311175,23132.17817823011,6447.425631218493,0.0,7804.228308839423,9847.746553325667,0.0,107.643627138,0.0,511.91874581220003,10339.668438987197
2050-01-17 20:00:00,971.7159430112216,23968.508094509736,6805.783766835515,0.0,7790.814808709223,10650.872715416597,0.0,107.643627138,0.0,335.05121034940004,10775.05111673842
2050-01-17 21:00:00,1267.2325314614263,25767.656175639968,7038.587829303369,0.0,7807.797311743223,11735.729017230273,0.0,107.643627138,0.0,318.89088944440005,13185.063860030976
2050-01-17 22:00:00,1104.4363205600555,25174.126047640904,6772.902288685815,0.0,7789.336106080623,11491.901677217294,0.0,107.643627138,0.0,296.8469129972,13203.414502629095
2050-01-17 23:00:00,1257.632989465366,23892.66259206552,7040.772550242669,0.0,7780.402869862366,11791.570001515242,0.0,107.55146824799999,0.0,302.769040328,13203.218440370369
2050-01-18 00:00:00,1491.8034298474495,21872.641927767927,7045.816830259258,0.0,7735.096654563975,11634.252751519723,0.0,102.29285871300002,0.0,290.5798290988,13188.113576740434
2050-01-18 01:00:00,953.4677310380515,15420.305975808673,7046.330389394621,0.0,3508.365346478747,11741.340379637788,0.0,54.728004771,0.0,353.10124731689996,13203.414502629095
2050-01-18 02:00:00,1031.905791284292,14875.146296526555,7046.330389394621,0.0,4125.495205286621,11950.194329030426,0.0,13.155795777,0.0,315.26283669500003,13203.414502629095
2050-01-18 03:00:00,819.7675116158099,16752.90555242165,7046.330389394621,0.0,4964.378333542873,9424.665847272014,0.0,0.0,0.0,267.84749587809995,13203.414502629095
2050-01-18 04:00:00,2523.988368872825,15785.191313887635,7046.330389394621,0.0,3741.9701012867727,6629.988278633799,0.0,0.0,0.0,55.904593769099996,13195.965956437536
2050-01-18 05:00:00,2183.561451723048,12257.446978915015,7046.330389394621,0.0,3570.030351348111,11354.796937274525,0.0,0.0,0.0,0.6685371038,13203.414502629095
2050-01-18 06:00:00,1047.1539341423124,11925.832587704548,7046.330389394621,0.0,6233.406079484222,9117.381568868135,0.0,2.2763082,0.0,0.0,13196.539728499996
2050-01-18 07:00:00,1336.74146115619,15362.51605125514,7045.974004523682,0.0,7206.501260080882,11878.870519089249,0.0,8.542889292,0.0,70.9446019186,11617.225829043955
2050-01-18 08:00:00,1215.5408805906152,18612.10290591185,7046.330389394621,0.0,6339.722687002389,8200.080293888495,0.0,7.224252066,0.0,170.0164007224,12537.235723237012
2050-01-18 09:00:00,1407.8753808804577,19230.198951755603,7046.330389394621,0.0,4375.499424716693,4041.354534812521,0.0,0.0,0.0,284.8623183317,11270.195409577005
2050-01-18 10:00:00,1463.5556161917195,22384.55895662171,7046.330389394621,0.0,1026.0201372903423,804.9285420572824,0.0,0.0,0.0,325.0636150676,11368.36805946651
2050-01-18 11:00:00,563.0774817786048,25739.397629017938,7046.330389394621,0.0,185.3009133555459,272.3167624138703,0.0,0.0,0.0,298.50522473079997,10752.830574460855
2050-01-18 12:00:00,1884.8010797869329,24062.416220114275,2447.8079457193926,0.0,0.0,1171.922387002629,0.0,0.0,0.0,239.42682072059998,11360.742802492492
2050-01-18 13:00:00,2915.641209286071,25981.38602206299,2447.8079457193926,0.0,0.12357541000000001,2483.051163330146,0.0,11.231192661,0.0,227.434492532,7259.8361646846815
2050-01-18 14:00:00,2786.1018705444144,30949.239422776962,7046.330389394621,0.0,0.20198923500000002,5047.420979503909,0.0,28.094238813000004,0.0,227.33484251160002,3888.046997045723
2050-01-18 15:00:00,2253.862374352785,34396.0250944101,2447.8079457193926,0.0,0.045776815,6248.077355846712,0.0,45.698749230000004,0.0,227.20251811,3305.2697575427233
