PlantType,Parameter,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Electrolyzer,Heat Rate (Btu/kWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Electrolyzer,CAPEX(2012$/MW),58344091,56792386,55240682,53688977,52137273,50585568,49033864,47482159,45930455,44378750,42827045,41275341,39723636,38171932,36620227,35068523,33516818,31965114,30413409,28861705,27310000,25758295,24206591,22654886,21103182,19551477,17999773,16448068,14896364,13344659,11792955
Electrolyzer,FOM(2012$/MW/yr),1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000,1915000
Electrolyzer,VOM(2012$/MWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
