,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
2050-01-01 00:00:00,0.0,13.777055663299999,1428.8588013754918,0.0,7730.520617217381,4372.565652707419,0.0,0.0,0.0,212.3323510526,12143.845725695024
2050-01-01 01:00:00,0.0,3220.8686247779992,2766.8654751566187,0.0,7429.080026255995,655.5737482665886,0.0,0.0,0.0,173.26413408400003,12108.739608346687
2050-01-01 02:00:00,0.0,11701.958841051584,3172.973898439283,0.0,5720.369898254076,19.3094957172,0.0,6.963375752999999,0.0,174.99149771190002,10637.278365903305
2050-01-01 03:00:00,0.0,6858.950816240724,2930.4947750201927,0.0,3959.314894000366,377.5646722335572,0.0,28.559024651999998,0.0,187.61616618910003,9178.29525824381
2050-01-01 04:00:00,0.0,15860.858167238799,2197.5219828472746,0.0,5937.800573527694,5821.87467976871,0.0,47.391263931,0.0,194.9825995466,8682.485148132417
2050-01-01 05:00:00,0.0,23177.42151433441,1408.4868523852747,0.0,3969.9431771634195,10168.836981626016,0.0,51.233142447000006,0.0,197.88430333140002,8781.12752308872
2050-01-01 06:00:00,0.0,22585.852757337834,921.9238492999755,0.0,2070.853785169627,10974.790333374607,0.0,39.08668033800001,0.0,216.23746934,10714.832853434093
2050-01-01 07:00:00,0.0,20535.232605166995,881.7502946213754,0.0,1129.7976884576924,11140.369482226819,0.0,34.259115531,0.0,220.3683690504,11551.527819199744
2050-01-01 08:00:00,0.0,22186.02175787814,478.9273125591555,0.0,1133.736404577392,11181.598004842595,0.0,26.105265471,0.0,223.5812961662,11095.44234205374
2050-01-01 09:00:00,0.0,22652.518522740113,390.11430648697285,0.0,1050.3578058125556,10027.081640629667,0.0,20.795640564,0.0,221.1546474946,9861.499507677872
2050-01-01 10:00:00,0.0,16636.56223278714,192.70829747047338,0.0,337.18481049566685,7073.0703232422575,0.0,11.596326258,0.0,218.45462164039998,7941.2487183376315
2050-01-01 11:00:00,0.0,13131.978705902042,300.3124127448554,0.0,89.44588758559999,2935.0511076254056,0.0,1.9831971090000002,0.0,210.83467822149998,10992.623901419875
2050-01-01 12:00:00,0.0,9196.91253782701,264.3810705681614,0.0,110.548592061,1299.8819276773957,0.0,0.717130221,0.0,222.5936522646,11936.855147676773
2050-01-01 13:00:00,0.0,7055.6833552291455,221.43552847472603,0.0,90.7924633748,1122.635870643971,0.0,1.049538969,0.0,221.35725851919997,10659.44036788627
2050-01-01 14:00:00,0.0,5900.766864058249,153.30071826232526,0.0,77.7531263932,1134.350297821018,0.0,0.395069337,0.0,230.13898391900003,10869.072164284169
2050-01-01 15:00:00,0.0,5054.046385075109,98.52861859244172,0.0,72.3385143222,651.5726267081603,0.0,0.0,0.0,224.3414976944,10559.881436719666
2050-01-01 16:00:00,0.0,4750.8490229019935,1059.3878465012826,0.0,84.7482498254,39.55523022,0.0,0.0,0.0,226.971507329,7053.679442689716
2050-01-01 17:00:00,348.87515069272143,3011.2296483720124,2128.631196678365,0.0,89.8631800512,28.36350702,0.0,2.3499156,0.0,227.2703009178,5827.483114191802
2050-01-01 18:00:00,305.30832206099217,64.6062206082,3739.3126826992197,0.0,102.912459911,6.558263729999999,0.0,13.829072835,0.0,227.3730547618,4422.814637858842
2050-01-01 19:00:00,2515.980890353979,70.5322283747,4365.493196728667,0.0,1748.4735720578867,1.2708369899999998,0.0,38.718182163,0.0,227.41773035800003,3825.2512449452993
2050-01-01 20:00:00,3426.630139664686,65.2594691239,1690.3651293736066,0.0,1668.2376107528548,1.83529926,0.0,42.637216353,0.0,227.3290211386,2206.288150045187
2050-01-01 21:00:00,3523.7087643938294,59.4325275372,0.0,0.0,1121.7870952390654,0.13713417,0.0,40.284875037,0.0,227.1600614778,1636.1754440365296
2050-01-01 22:00:00,3455.458585001633,54.4491198499,87.89778597319294,0.0,592.5211716262684,0.0,0.0,49.807003974,0.0,226.1627243918,1845.3695920386297
2050-01-01 23:00:00,2631.995463668698,53.528971607399995,0.0,0.0,156.0744181314,0.76579056,0.0,48.299031126,0.0,221.56848400799998,2625.582398850704
2050-01-02 00:00:00,809.9559233710216,35.675810909000006,1535.4834570805974,0.0,165.84206062799998,2.55617613,0.0,42.062827857,0.0,194.5206679426,10876.00553181594
2050-01-02 01:00:00,536.3454283921086,25.1579298552,139.46470033277754,0.0,274.0771345605198,1233.7031005924382,0.0,26.849749755,0.0,136.2820318436,11764.393593779701
2050-01-02 02:00:00,204.35976345027635,19.6066222081,78.48715933684298,0.0,238.14981925435814,1412.3835660327213,0.0,18.29977488,0.0,81.5512141802,11636.125678859431
2050-01-02 03:00:00,137.9233666561316,14.9707659477,167.0310615499154,0.0,214.81824786190128,389.86592097977336,0.0,16.141629906,0.0,39.82218490999999,9880.341673106173
2050-01-02 04:00:00,17.31455277465409,13.7719500627,439.1293500554232,0.0,173.88827196339997,0.0,0.0,14.271643971000001,0.0,19.1629461166,4973.675077361372
2050-01-02 05:00:00,80.1774034892157,15.079740867200002,1413.1884707321296,0.0,157.3087991782,0.0,0.0,9.714322812,0.0,8.539145659399999,8351.495335262272
2050-01-02 06:00:00,206.45569204923345,24.2144344182,2888.0391383706497,0.0,152.5057435898,0.0,0.0,6.1408160249999995,0.0,5.976804068,604.7064432427233
2050-01-02 07:00:00,106.25420251093983,6.4014098934,2937.582063032726,0.0,134.87616856300002,0.0,0.0,6.802575963000001,0.0,0.0,22.097673609154466
2050-01-02 08:00:00,185.05480087560838,3.25872954,2594.953025126039,0.0,547.8814065707187,0.0,0.0,10.387894377,0.0,0.0,658.6177141200768
