,0
WAOR,5.969171840938891
WAID,0.0
WAMT,0.0
ORCA,0.0
ORNV,0.0
ORID,0.0
CANV,6.425909057329008
CAUT,0.0
CAAZ,0.0
NVID,0.0
NVUT,0.0
NVAZ,4.028583602675366
IDMT,0.5364422043562328
IDWY,0.0
IDUT,0.0
MTWY,0.0
WYUT,0.0
WYCO,3.884668133867374
UTAZ,2.797572534658861
UTNM,0.0
UTCO,0.0
AZNM,0.0
NMCO,0.0
ORWA,5.969171840938891
IDWA,0.0
MTWA,0.0
CAOR,0.0
NVOR,0.0
IDOR,0.0
NVCA,6.425909057329008
UTCA,0.0
AZCA,0.0
IDNV,0.0
UTNV,0.0
AZNV,4.028583602675366
MTID,0.5364422043562328
WYID,0.0
UTID,0.0
WYMT,0.0
UTWY,0.0
COWY,3.884668133867374
AZUT,2.797572534658861
NMUT,0.0
COUT,0.0
NMAZ,0.0
CONM,0.0
