block,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
0,175532.17018116967,193084.39431839564,16071.002805591577,148953.79256561326,228630.08232302513,2029.0533029869277,980.2402825650398,305640.25346303376,11778.767346623565,1546115.311026978,14797.52747711655
1,193327.30818571895,466491.74426029634,25327.94757835658,295228.8890716988,327917.67863410164,7014.997061168789,1743.6806551608922,318026.952640023,20050.445490235794,2054459.7871569376,37028.46661756445
2,183021.30273595676,472158.50071515905,34968.59849814167,239844.54539955594,167786.1630573851,4712.800611715747,1422.6723850773144,211806.41104605762,15154.813310871665,1642970.0212114418,34041.36781956397
6,130908.88559665492,437366.98182369804,16134.707377723438,138878.25922436654,165326.53290720552,1294.3387789730612,886.3328596237106,334046.66537343926,12486.052868506484,1927257.178672872,8525.859272200989
peaknet4,83948.7946598975,309312.23507719755,13070.75309760432,100249.24633108868,50659.183739337,1770.332564946751,653.2858137012324,91976.84773832189,6467.512695849225,708316.155761525,10834.186403650843
peaknetramp5,65345.304561650286,182295.10107265497,1143.5175392222031,42118.55052200364,91483.60205766046,808.6234746155455,486.23379297995757,98305.65801350711,4641.706202148436,548373.6938443829,2018.0433785319253
peaktotal3,86950.97096539887,315520.2060534266,14571.440949217502,105705.31108545055,89515.12103078899,2318.6455010478785,672.0998151413114,89468.88543237551,6620.951685600538,700196.47633864,8996.681210322506
