,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region
1630,Goal Line LP,54749_G_STG,54749,G,STG,,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,9.4,7806,1994,9999,,,Y,Natural Gas,,,,H2O,SCR,,,,,,,,,0.01414,0.01414,0.01414,0.01414,,,,,,,,,,,,Natural Gas,54749.0,33.1185,-117.0995,,,,,,,,,2.381000415400321,117.0,POINT (-117.0995 33.1185),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1647,Richard J Donovan Correctional Facility,54936_G_03,54936,G,03,,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,2.2,16297,1987,9999,,,Y,"Natural Gas, Distillate Fuel Oil",,,,,,,,,,,,,,0.01194,0.01194,0.01194,0.01194,,,,,,,,,,,,Natural Gas,54936.0,32.583571,-116.930907,,,,,,,,,2.381000415400321,117.0,POINT (-116.930907 32.583571),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1660,MM San Diego-Miramar,55094_G_UNT1,55094,G,UNT1,,Landfill Gas,,WEC_SDGE,California,6,San Diego,73,6073,1.6,12090,1997,9999,,,Y,Landfill Gas,,,,,,,,,,,,,,0.12909,0.12909,0.12909,0.12909,,,,,,,,,,,,Landfill Gas,55094.0,32.844845,-117.162747,,,,,,,,,0.0,117.0,POINT (-117.162747 32.844845),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1661,MM San Diego-Miramar,55094_G_UNT2,55094,G,UNT2,,Landfill Gas,,WEC_SDGE,California,6,San Diego,73,6073,1.6,12090,1997,9999,,,Y,Landfill Gas,,,,,,,,,,,,,,0.12909,0.12909,0.12909,0.12909,,,,,,,,,,,,Landfill Gas,55094.0,32.844845,-117.162747,,,,,,,,,0.0,117.0,POINT (-117.162747 32.844845),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1662,MM San Diego-Miramar,55094_G_UNT3,55094,G,UNT3,,Landfill Gas,,WEC_SDGE,California,6,San Diego,73,6073,1.6,12090,1997,9999,,,Y,Landfill Gas,,,,,,,,,,,,,,0.12909,0.12909,0.12909,0.12909,,,,,,,,,,,,Landfill Gas,55094.0,32.844845,-117.162747,,,,,,,,,0.0,117.0,POINT (-117.162747 32.844845),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1663,MM San Diego-Miramar,55094_G_UNT4,55094,G,UNT4,,Landfill Gas,,WEC_SDGE,California,6,San Diego,73,6073,1.6,12090,1997,9999,,,Y,Landfill Gas,,,,,,,,,,,,,,0.12909,0.12909,0.12909,0.12909,,,,,,,,,,,,Landfill Gas,55094.0,32.844845,-117.162747,,,,,,,,,0.0,117.0,POINT (-117.162747 32.844845),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1727,Otay Mesa Generating Project,55345_G_1-01,55345,G,1-01,4523.0,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,152.8,7283,2009,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00557,0.00557,0.00557,0.00557,,,,,,,,,,,,Natural Gas,55345.0,32.581481,-116.914969,,,,,,,,,2.381000415400321,117.0,POINT (-116.914969 32.581481),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1728,Otay Mesa Generating Project,55345_G_1-02,55345,G,1-02,4524.0,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,152.8,7283,2009,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00557,0.00557,0.00557,0.00557,,,,,,,,,,,,Natural Gas,55345.0,32.581481,-116.914969,,,,,,,,,2.381000415400321,117.0,POINT (-116.914969 32.581481),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1729,Otay Mesa Generating Project,55345_G_1-03,55345,G,1-03,,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,265.4,7283,2009,9999,,,N,Natural Gas,,,,DLNB + NH3,SCR,2009.0,,,,,,,,0.00557,0.00557,0.00557,0.00557,,,,,,,,,,,,Natural Gas,55345.0,32.581481,-116.914969,,,,,,,,,2.381000415400321,117.0,POINT (-116.914969 32.581481),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1769,CalPeak Power Border Peaker Plant,55510_G_CPP4,55510,G,CPP4,4917.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,48.0,10898,2001,9999,,,N,Natural Gas,,,,DLNB + NH3,SCR,2001.0,,,,,,,0.74,0.01104,0.01104,0.01104,0.01104,,,,,,,,,,,,Natural Gas,55510.0,32.562448,-116.943869,,,,,,,,,2.381000415400321,117.0,POINT (-116.943869 32.562448),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1770,Cuyamaca Peak Energy Plant,55512_G_CPP6,55512,G,CPP6,4921.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,48.7,11182,2002,9999,,,N,Natural Gas,,,,DLNB + NH3,SCR,2001.0,,,,,,,0.74,0.0135,0.0135,0.0135,0.0135,,,,,,,,,,,,Natural Gas,55512.0,32.796491,-116.972071,,,,,,,,,2.381000415400321,117.0,POINT (-116.972071 32.796491),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1771,CalPeak Power Enterprise Peaker Plant,55513_G_CPP7,55513,G,CPP7,4923.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,48.0,10884,2001,9999,,,N,Natural Gas,,,,DLNB + NH3,SCR,2001.0,,,,,,,0.74,0.01609,0.01609,0.01609,0.01609,,,,,,,,,,,,Natural Gas,55513.0,33.121943,-117.117441,,,,,,,,,2.381000415400321,117.0,POINT (-117.117441 33.121943),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1789,Escondido Energy Center,55538_G_CTG1,55538,G,CTG1,90893.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,45.0,10745,2014,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,H2O,,,,,,,,,,0.00724,0.00724,0.00724,0.00724,,,,,,,,,,,,Natural Gas,55538.0,33.1261,-117.1172,,,,,,,,,2.381000415400321,117.0,POINT (-117.1172 33.1261),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1790,Chula Vista Energy Center,55540_G_GEN1,55540,G,GEN1,4973.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,33.6,16619,2001,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,SCR,,,,,,,,,0.37793,0.02797,0.37793,0.02797,,,,,,,,,,,,Natural Gas,55540.0,32.591667,-117.058611,,,,,,,,,2.381000415400321,117.0,POINT (-117.058611 32.591667),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1794,Larkspur Energy Facility,55542_G_CTG1,55542,G,CTG1,8646.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,45.6,10745,2001,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,0.74,0.01809,0.01809,0.01809,0.01809,,,,,,,,,,,,Natural Gas,55542.0,32.567041,-116.944197,,,,,,,,,2.381000415400321,117.0,POINT (-116.944197 32.567041),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1795,Larkspur Energy Facility,55542_G_CTG2,55542,G,CTG2,8648.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,46.0,10745,2001,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,0.74,0.01765,0.01765,0.01765,0.01765,,,,,,,,,,,,Natural Gas,55542.0,32.567041,-116.944197,,,,,,,,,2.381000415400321,117.0,POINT (-116.944197 32.567041),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1804,MM San Diego-North City,55602_G_UNT1,55602,G,UNT1,,Landfill Gas,,WEC_SDGE,California,6,San Diego,73,6073,0.9,13500,1999,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.18093,0.18093,0.18093,0.18093,,,,,,,,,,,,Landfill Gas,55602.0,32.8817,-117.1958,,,,,,,,,0.0,117.0,POINT (-117.1958 32.8817),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1805,MM San Diego-North City,55602_G_UNT2,55602,G,UNT2,,Landfill Gas,,WEC_SDGE,California,6,San Diego,73,6073,0.9,13500,1999,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.18093,0.18093,0.18093,0.18093,,,,,,,,,,,,Landfill Gas,55602.0,32.8817,-117.1958,,,,,,,,,0.0,117.0,POINT (-117.1958 32.8817),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1806,MM San Diego-North City,55602_G_UNT3,55602,G,UNT3,,Landfill Gas,,WEC_SDGE,California,6,San Diego,73,6073,0.9,13500,1999,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.18093,0.18093,0.18093,0.18093,,,,,,,,,,,,Landfill Gas,55602.0,32.8817,-117.1958,,,,,,,,,0.0,117.0,POINT (-117.1958 32.8817),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1807,MM San Diego-North City,55602_G_UNT4,55602,G,UNT4,,Landfill Gas,,WEC_SDGE,California,6,San Diego,73,6073,0.9,13500,1999,9999,,,N,Landfill Gas,,,,,,,,,,,,,,0.18093,0.18093,0.18093,0.18093,,,,,,,,,,,,Landfill Gas,55602.0,32.8817,-117.1958,,,,,,,,,0.0,117.0,POINT (-117.1958 32.8817),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1933,Palomar Energy,55985_G_CTG1,55985,G,CTG1,89252.0,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,170.0,7050,2005,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00583,0.00583,0.00583,0.00583,,,,,,,,,,,,Natural Gas,55985.0,33.1197,-117.117778,,,,,,,,,2.381000415400321,117.0,POINT (-117.117778 33.1197),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1934,Palomar Energy,55985_G_CTG2,55985,G,CTG2,89253.0,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,170.0,7050,2005,9999,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.00583,0.00583,0.00583,0.00583,,,,,,,,,,,,Natural Gas,55985.0,33.1197,-117.117778,,,,,,,,,2.381000415400321,117.0,POINT (-117.117778 33.1197),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
1935,Palomar Energy,55985_G_STG,55985,G,STG,,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,222.0,7050,2006,9999,,,N,Natural Gas,,,,DLNB,SCR,2006.0,,,,,,,,0.00583,0.00583,0.00583,0.00583,,,,,,,,,,,,Natural Gas,55985.0,33.1197,-117.117778,,,,,,,,,2.381000415400321,117.0,POINT (-117.117778 33.1197),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2024,Miramar Energy Facility,56232_G_1,56232,G,1,89534.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,47.0,10745,2005,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,0.74,0.02005,0.02005,0.02005,0.02005,,,,,,,,,,,,Natural Gas,56232.0,32.8769,-117.166389,,,,,,,,,2.381000415400321,117.0,POINT (-117.166389 32.8769),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2025,Miramar Energy Facility,56232_G_2,56232,G,2,90490.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,47.0,10745,2009,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,,0.01865,0.01865,0.01865,0.01865,,,,,,,,,,,,Natural Gas,56232.0,32.8769,-117.166389,,,,,,,,,2.381000415400321,117.0,POINT (-117.166389 32.8769),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2041,Kumeyaay Wind,56295_G_1,56295,G,1,,Onshore Wind,,WEC_SDGE,California,6,San Diego,73,6073,50.0,0,2005,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56295.0,32.705556,-116.3425,,,,,,,,,0.0,0.0,POINT (-116.3425 32.705556),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2175,Rancho Penasquitos,56615_G_G100,56615,G,G100,,Hydro,,WEC_SDGE,California,6,San Diego,73,6073,4.4,0,2007,9999,,,N,Hydro,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Hydro,56615.0,32.93695,-117.113669,,,,,,,,,0.0,0.0,POINT (-117.113669 32.93695),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2254,Orange Grove Peaking Facility,56914_G_CTG1,56914,G,CTG1,90426.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,49.1,10745,2010,9999,,,N,Natural Gas,,,,H2O + NH3,SCR,,,,,,,,,0.0176,0.0176,0.0176,0.0176,,,,,,,,,,,,Natural Gas,56914.0,33.3594,-117.1114,,,,,,,,,2.381000415400321,117.0,POINT (-117.1114 33.3594),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2255,Orange Grove Peaking Facility,56914_G_CTG2,56914,G,CTG2,90427.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,49.1,10745,2010,9999,,,N,Natural Gas,,,,H2O + NH3,SCR,,,,,,,,,0.03109,0.03109,0.03109,0.03109,,,,,,,,,,,,Natural Gas,56914.0,33.3594,-117.1114,,,,,,,,,2.381000415400321,117.0,POINT (-117.1114 33.3594),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2307,El Cajon Energy Center,57001_G_GEN1,57001,G,GEN1,90510.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,43.5,10745,2010,9999,,,N,Natural Gas,,,,H2O,SCR,,,,,,,,,0.01623,0.01623,0.01623,0.01623,,,,,,,,,,,,Natural Gas,57001.0,32.796106,-116.972073,,,,,,,,,2.381000415400321,117.0,POINT (-116.972073 32.796106),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2608,NRG Solar Borrego I,57455_G_SB1,57455,G,SB1,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,26.0,0,2013,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,57455.0,33.298889,-116.35083,,,,,,,,,0.0,0.0,POINT (-116.35083 33.298889),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2658,Pio Pico Energy Center,57555_G_CTG1,57555,G,CTG1,90696.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,97.0,10745,2016,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,,0.01196,0.01196,0.01196,0.01196,,,,,,,,,,,,Natural Gas,57555.0,32.573889,-116.917777,,,,,,,,,2.381000415400321,117.0,POINT (-116.917777 32.573889),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2659,Pio Pico Energy Center,57555_G_CTG2,57555,G,CTG2,90697.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,97.0,10745,2016,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,,0.01237,0.01237,0.01237,0.01237,,,,,,,,,,,,Natural Gas,57555.0,32.573889,-116.917777,,,,,,,,,2.381000415400321,117.0,POINT (-116.917777 32.573889),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2660,Pio Pico Energy Center,57555_G_CTG3,57555,G,CTG3,90698.0,Combustion Turbine,,WEC_SDGE,California,6,San Diego,73,6073,97.0,10745,2016,9999,,,N,"Natural Gas, Distillate Fuel Oil",,,,,SCR,,,,,,,,,0.01176,0.01176,0.01176,0.01176,,,,,,,,,,,,Natural Gas,57555.0,32.573889,-116.917777,,,,,,,,,2.381000415400321,117.0,POINT (-116.917777 32.573889),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2685,University of California San Diego,57584_G_BS1,57584,G,BS1,,Batteries,,WEC_SDGE,California,6,San Diego,73,6073,2.5,0,2015,9999,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,57584.0,32.8747,-117.2392,57584.0,BS1,2.5,2.5,2.5,Batteries,0.81,0.0,0.0,0.0,POINT (-117.2392 32.8747),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2686,University of California San Diego,57584_G_NT2,57584,G,NT2,,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,13.5,7590,2001,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.00475,0.00475,0.00475,0.00475,,,,,,,,,,,,Natural Gas,57584.0,32.8747,-117.2392,,,,,,,,,2.381000415400321,117.0,POINT (-117.2392 32.8747),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2687,University of California San Diego,57584_G_ST1,57584,G,ST1,,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,13.5,7590,2001,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.00475,0.00475,0.00475,0.00475,,,,,,,,,,,,Natural Gas,57584.0,32.8747,-117.2392,,,,,,,,,2.381000415400321,117.0,POINT (-117.2392 32.8747),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2688,University of California San Diego,57584_G_STG,57584,G,STG,,Combined Cycle,,WEC_SDGE,California,6,San Diego,73,6073,3.0,7590,2001,9999,,,Y,Natural Gas,,,,,,,,,,,,,,0.00475,0.00475,0.00475,0.00475,,,,,,,,,,,,Natural Gas,57584.0,32.8747,-117.2392,,,,,,,,,2.381000415400321,117.0,POINT (-117.2392 32.8747),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2763,Watkins Manufacturing Co.,57715_G_GEN1,57715,G,GEN1,,Combustion Turbine,IC Engine,WEC_SDGE,California,6,San Diego,73,6073,1.0,12194,2001,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.03561,0.03561,0.03561,0.03561,,,,,,,,,,,,Natural Gas,57715.0,33.143847,-117.236908,,,,,,,,,2.381000415400321,117.0,POINT (-117.236908 33.143847),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2764,Watkins Manufacturing Co.,57715_G_GEN2,57715,G,GEN2,,Combustion Turbine,IC Engine,WEC_SDGE,California,6,San Diego,73,6073,1.0,12194,2001,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.03561,0.03561,0.03561,0.03561,,,,,,,,,,,,Natural Gas,57715.0,33.143847,-117.236908,,,,,,,,,2.381000415400321,117.0,POINT (-117.236908 33.143847),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2769,Lake Hodges Hydroelectric Facility,57729_G_1,57729,G,1,,Pumped Storage,,WEC_SDGE,California,6,San Diego,73,6073,21.0,0,2012,9999,,,N,Pumped Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Pumped Storage,57729.0,33.058611,-117.119444,,,168.0,21.0,21.0,,0.81,0.0,0.0,0.0,POINT (-117.119444 33.058611),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2770,Lake Hodges Hydroelectric Facility,57729_G_2,57729,G,2,,Pumped Storage,,WEC_SDGE,California,6,San Diego,73,6073,21.0,0,2012,9999,,,N,Pumped Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Pumped Storage,57729.0,33.058611,-117.119444,,,168.0,21.0,21.0,,0.81,0.0,0.0,0.0,POINT (-117.119444 33.058611),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2771,UCSD Fuel Cell Plant,57735_G_UCSD,57735,G,UCSD,,Fuel Cell,,WEC_SDGE,California,6,San Diego,73,6073,2.8,13500,2011,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Natural Gas,57735.0,32.877222,-117.234722,,,,,,,,,2.381000415400321,117.0,POINT (-117.234722 32.877222),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2788,South Bay Fuel Cell Plant,57770_G_SBFC,57770,G,SBFC,,Fuel Cell,,WEC_SDGE,California,6,San Diego,73,6073,1.4,13500,2012,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Natural Gas,57770.0,32.543333,-117.067778,,,,,,,,,2.381000415400321,117.0,POINT (-117.067778 32.543333),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2832,ISH Solar Hospital SDMC,57840_G_1,57840,G,1,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,1.1,0,2011,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,57840.0,32.791667,-117.095277,,,,,,,,,0.0,0.0,POINT (-117.095277 32.791667),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2881,Tule Wind LLC,57913_G_1,57913,G,1,,Onshore Wind,,WEC_SDGE,California,6,San Diego,73,6073,143.0,0,2017,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57913.0,32.663889,-116.289722,,,,,,,,,0.0,0.0,POINT (-116.289722 32.663889),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
2887,Desert Green Solar Farm LLC,57959_G_1,57959,G,1,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,6.3,0,2014,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,57959.0,33.27055,-116.34805,,,,,,,,,0.0,0.0,POINT (-116.34805 33.27055),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3053,Life Technologies Carlsbad,58302_G_LFT,58302,G,LFT,,Fuel Cell,,WEC_SDGE,California,6,San Diego,73,6073,1.0,7176,2012,9999,,,N,Natural Gas,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Natural Gas,58302.0,33.137222,-117.286944,,,,,,,,,2.381000415400321,117.0,POINT (-117.286944 33.137222),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3341,Valley Center 1,58906_G_VC1,58906,G,VC1,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,2.5,0,2013,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58906.0,33.234167,-117.001667,,,,,,,,,0.0,0.0,POINT (-117.001667 33.234167),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3342,Valley Center 2,58907_G_VC2,58907,G,VC2,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,5.0,0,2013,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58907.0,33.234167,-117.001667,,,,,,,,,0.0,0.0,POINT (-117.001667 33.234167),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3343,Ramona 1,58909_G_RAM1,58909,G,RAM1,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,2.0,0,2013,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58909.0,33.012222,-116.875,,,,,,,,,0.0,0.0,POINT (-116.875 33.012222),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3344,Ramona 2,58911_G_RAM2,58911,G,RAM2,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,5.0,0,2013,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,58911.0,33.012222,-116.875,,,,,,,,,0.0,0.0,POINT (-116.875 33.012222),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3431,SDCCD - Miramar,59138_G_57449,59138,G,57449,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,1.1,0,2011,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59138.0,32.906111,-117.121389,,,,,,,,,0.0,0.0,POINT (-117.121389 32.906111),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3432,SDCWA - Twin Oaks,59139_G_57449,59139,G,57449,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,1.1,0,2011,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,59139.0,33.21,-117.170556,,,,,,,,,0.0,0.0,POINT (-117.170556 33.21),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3484,Golden Acorn Casino,59328_G_GAC1,59328,G,GAC1,,Onshore Wind,,WEC_SDGE,California,6,San Diego,73,6073,1.0,0,2014,9999,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59328.0,32.702107,-116.354587,,,,,,,,,0.0,0.0,POINT (-116.354587 32.702107),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3678,Lindberg FIeld Solar,60060_G_SDIA2,60060,G,SDIA2,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,1.7,0,2016,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60060.0,32.729238,-117.207718,,,,,,,,,0.0,0.0,POINT (-117.207718 32.729238),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3679,Lindberg FIeld Solar,60060_G_SDIAA,60060,G,SDIAA,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,0.5,0,2015,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60060.0,32.729238,-117.207718,,,,,,,,,0.0,0.0,POINT (-117.207718 32.729238),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3680,Lindberg FIeld Solar,60060_G_SDIAB,60060,G,SDIAB,,Solar PV,,WEC_SDGE,California,6,San Diego,73,6073,0.5,0,2015,9999,,,N,Solar,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Solar,60060.0,32.729238,-117.207718,,,,,,,,,0.0,0.0,POINT (-117.207718 32.729238),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
3742,Genentech-Oceanside,60231_G_BA1,60231,G,BA1,,Batteries,,WEC_SDGE,California,6,San Diego,73,6073,2.0,0,2016,9999,,,N,Energy Storage,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Energy Storage,60231.0,33.211095,-117.299593,60231.0,BA1,2.0,1,1,Batteries,0.81,0.0,0.0,0.0,POINT (-117.299593 33.211095),10,11,11,6.12809377995,1.05918222311,p11,rto4,CA
