,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
2050-01-17 00:00:00,964.425397906198,36617.53386329264,6170.512268680446,0.0,6373.946892412611,11179.190589181782,0.0,107.643627138,0.0,461.32669291440004,1187.3002849989286
2050-01-17 01:00:00,800.2737468790708,36453.49198342116,7115.835242403075,0.0,1734.7644234138345,7519.939699863844,0.0,107.643627138,0.0,451.746553279,481.66434687859305
2050-01-17 02:00:00,434.43628304336494,36757.36108043201,7062.327158585204,0.0,664.8674791163105,9484.881772650971,0.0,107.643627138,0.0,477.4160007016,485.454165301151
2050-01-17 03:00:00,182.77010280211363,36497.4412836321,3274.2481391660567,0.0,914.9104472938146,6082.254667130326,0.0,107.643627138,0.0,449.010777843,679.6156033798562
2050-01-17 04:00:00,76.85118185700429,36366.89816951037,2411.8306065602155,0.0,714.0617068886597,1358.9220521144991,0.0,107.643627138,0.0,464.2528268386,1432.8617404357767
2050-01-17 05:00:00,0.0,34000.850015705626,2347.117358753628,0.0,1520.1075733801492,1181.2670238941466,0.0,107.643627138,0.0,478.86314359840003,1088.5597554091876
2050-01-17 06:00:00,0.0,34010.463475358934,1913.8541101239537,0.0,1317.280003898892,41.0353956484,0.0,107.643627138,0.0,456.1865778456,200.22437192081708
2050-01-17 07:00:00,0.0,29586.60073969312,2076.793014379738,0.0,3417.901619923029,30.217884185600003,0.0,107.643627138,0.0,447.194345907,334.002504523885
2050-01-17 08:00:00,0.0,24249.106128147232,816.384406925197,0.0,7227.753433217251,37.2509236224,0.0,107.643627138,0.0,495.60426851680006,435.2522408208913
2050-01-17 09:00:00,0.0,19108.639068214725,64.80871542716785,0.0,7773.237464324171,455.4272803711158,0.0,107.643627138,0.0,407.60896725400005,0.0
2050-01-17 10:00:00,0.0,20859.601370743167,1067.1692311317302,0.0,7781.5480598483655,5911.999291502503,0.0,107.643627138,0.0,379.82835168500003,412.91087347986934
2050-01-17 11:00:00,0.0,22461.828701820727,3066.323685003956,0.0,7781.168510914189,10037.286132689793,0.0,0.0,0.0,465.96076233900004,295.5791822362122
2050-01-17 12:00:00,0.0,24349.121113232835,5924.916816345939,0.0,7780.603248580676,9443.480558463036,0.0,107.643627138,0.0,327.49804035320005,0.0
2050-01-17 13:00:00,0.0,20861.550207688168,6475.987071915087,0.0,7786.600641530815,7809.346463985524,0.0,107.643627138,0.0,332.5448324476,0.0
2050-01-17 14:00:00,0.0,24790.051438533996,6503.622068784187,0.0,7785.699663895016,9417.18127619275,0.0,107.643627138,0.0,403.661179506,6301.63607693207
2050-01-17 15:00:00,0.0,24592.047331263086,5657.982843686377,0.0,7803.419698522771,10755.85812113727,0.0,107.643627138,0.0,471.62960064600003,9560.329635723723
2050-01-17 16:00:00,13.946121873226264,26583.096404411932,6678.222764601104,0.0,7831.818708689022,11404.247553249064,0.0,107.643627138,0.0,476.07178665800006,12245.605826061836
2050-01-17 17:00:00,105.62402030908056,25765.59001376178,6985.944812447136,0.0,7836.9097215768215,11389.41068224324,0.0,107.643627138,0.0,492.57859333960005,12228.674259504423
2050-01-17 18:00:00,161.2472508976313,23390.085811335073,6441.5477750350865,0.0,7846.985327167222,11212.558646799895,0.0,107.643627138,0.0,511.55159468460005,12048.199698665148
2050-01-17 19:00:00,751.8751116663403,22676.212622925683,6490.105104929536,0.0,7857.038857731822,9431.412380723967,0.0,107.643627138,0.0,511.91874581220003,10056.462972828693
2050-01-17 20:00:00,971.2511003791649,23497.323992306527,6888.347443222993,0.0,7843.6253576016215,10210.645804064505,0.0,107.643627138,0.0,335.05121034940004,10479.920437026165
2050-01-17 21:00:00,1266.6263216841874,25262.23037255974,7148.882327428867,0.0,7860.607860635622,11263.668297984997,0.0,107.643627138,0.0,318.89088944440005,12823.92247732185
2050-01-17 22:00:00,1103.907988088122,24680.53105364435,6892.890825992729,0.0,7842.146654973022,11026.762723737818,0.0,107.643627138,0.0,296.8469129972,12841.77049236262
2050-01-17 23:00:00,1257.0313718494476,23424.42300668426,7150.853166442596,0.0,7833.146367162952,11316.669221171975,0.0,107.55146824799999,0.0,302.769040328,12841.57980028609
2050-01-18 00:00:00,1491.0897914247919,21444.102850786796,7155.767715312682,0.0,7787.414334138224,11164.797995755378,0.0,102.29285871300002,0.0,290.5798290988,12826.888661716182
2050-01-18 01:00:00,953.0116178571733,15118.767422503144,7156.33987033897,0.0,3531.915799405164,11269.745839234607,0.0,54.728004771,0.0,353.10124731689996,12841.77049236262
2050-01-18 02:00:00,1031.4121554563476,14583.469319599886,7156.33987033897,0.0,4153.296386783295,11473.176726430858,0.0,13.155795777,0.0,315.26283669500003,12841.77049236262
2050-01-18 03:00:00,819.3753570046658,16425.483796292723,7156.33987033897,0.0,4997.8672772938935,9022.29813615385,0.0,0.0,0.0,267.84749587809995,12841.77049236262
2050-01-18 04:00:00,2522.780961085492,15477.078393864069,7156.33987033897,0.0,3767.150476423907,6310.570768941276,0.0,0.0,0.0,55.904593769099996,12834.525963254282
2050-01-18 05:00:00,2182.516894967777,12019.18197217255,7156.33987033897,0.0,3594.115028886204,10895.43958606267,0.0,0.0,0.0,0.6685371038,12841.77049236262
2050-01-18 06:00:00,1046.6530040151326,11694.14426669645,7156.33987033897,0.0,6275.863050576452,8852.048073346054,0.0,2.2763082,0.0,0.0,12835.084019591874
2050-01-18 07:00:00,1336.102000186498,15062.868589344058,7155.942822791454,0.0,7255.662612480308,11404.333474712152,0.0,8.542889292,0.0,70.9446019186,11299.027825326797
2050-01-18 08:00:00,1214.9593987014166,18248.19670957839,7156.33987033897,0.0,6382.991991889374,7834.22094741777,0.0,7.224252066,0.0,170.0164007224,12193.838475221757
2050-01-18 09:00:00,1407.2018913670217,18853.392968077107,7156.33987033897,0.0,4405.391415353261,3798.459598009239,0.0,0.0,0.0,284.8623183317,10961.502634416864
2050-01-18 10:00:00,1462.8554907592977,21941.963651187572,7156.33987033897,0.0,1033.0336150907679,657.5474568503093,0.0,0.0,0.0,325.0636150676,11056.986316933764
2050-01-18 11:00:00,562.8081207368679,25231.997763509156,7156.33987033897,0.0,186.56791551719323,140.90384300440002,0.0,0.0,0.0,298.50522473079997,10458.30851958712
2050-01-18 12:00:00,1883.8994419151527,23590.509580717957,2727.0970820882076,0.0,0.0,1013.6906445291323,0.0,0.0,0.0,239.42682072059998,11049.569917184584
2050-01-18 13:00:00,2914.2464453701286,25471.450986681793,2727.0970820882076,0.0,0.12357541000000001,2286.3717959687237,0.0,11.231192661,0.0,227.434492532,7060.987884646865
2050-01-18 14:00:00,2784.7690747453985,30341.342682503757,7156.33987033897,0.0,0.20198923500000002,4774.9632240854435,0.0,28.094238813000004,0.0,227.33484251160002,3781.5526574310607
2050-01-18 15:00:00,2252.7841875370564,33719.9884628065,2727.0970820882076,0.0,0.045776815,5940.78614021416,0.0,45.698749230000004,0.0,227.20251811,3214.7377962919245
2050-01-18 16:00:00,2226.4890025679783,35082.42652537326,2727.0970820882076,0.0,0.0,11112.270619130033,0.0,54.080186250000004,0.0,246.8240094861,2297.2114279332277
2050-01-18 17:00:00,2877.346559871001,33325.302399934895,2725.623443824952,0.0,0.0,11500.230161094807,0.0,26.507523075,0.0,297.93456450170004,925.4261235061191
2050-01-18 18:00:00,2529.9880297730615,34840.26764195537,2721.750130450274,0.0,0.0,8895.615521517475,0.0,23.331519467999996,0.0,283.7176480454,678.7019404074213
2050-01-18 19:00:00,2296.6500196332818,33897.83232883756,2697.8084770774603,0.0,0.0,11268.265238991047,0.0,20.304145275,0.0,141.657164073,547.8845289037804
2050-01-18 20:00:00,2235.985077736406,35137.52176188317,2641.875138337859,0.0,0.0,10278.020680141652,0.0,16.272002079,0.0,74.9878121682,441.35743440331055
2050-01-18 21:00:00,3037.058084465092,35262.809052657125,2700.2824012894835,0.0,0.0,7880.831658004053,0.0,15.535719744000001,0.0,57.73478736279999,427.97704031326975
2050-01-18 22:00:00,2665.309691435038,33378.1265049031,2723.5808500542917,0.0,0.0,6911.397958139012,0.0,12.796656938999998,0.0,29.901485617,0.0
2050-01-18 23:00:00,2347.584596486643,33653.47916211606,2717.4092199733172,0.0,0.0,4876.098492883269,0.0,9.156459215999998,0.0,10.233859558799999,0.0
2050-01-19 00:00:00,1887.8653023752227,35484.02925249506,2721.9573573075704,0.0,0.0,6267.360907055353,0.0,5.64485811,0.0,1.5311609817999998,0.0
2050-01-19 01:00:00,1434.8051831412893,35211.969050560605,2722.80656648476,0.0,0.0,6727.407687661896,0.0,4.321630935,0.0,0.0,0.0
2050-01-19 02:00:00,1370.6905629673188,35663.1432787385,2722.9064738312704,0.0,26.9254540718812,1959.6427686905897,0.0,3.2243210729999996,0.0,0.0,0.0
2050-01-19 03:00:00,1409.323609173349,35673.426367857544,2724.504988107289,0.0,92.05689476595408,3320.687394395689,0.0,2.387655453,0.0,0.0,0.0
2050-01-19 04:00:00,921.8980151747819,35491.8566219715,2720.156672002357,0.0,13.261062796087879,1954.8896334230458,0.0,0.168546627,0.0,0.0,0.0
2050-01-19 05:00:00,351.91818530807376,35876.08311928773,2722.6432145416575,0.0,0.0,423.51524447880803,0.0,0.27281926200000006,0.0,0.0,294.1729301276676
2050-01-19 06:00:00,86.9359298009662,36013.221673064836,2724.066363155053,0.0,0.0,159.764493748,0.0,0.0,0.0,0.0,485.9588660234304
2050-01-19 07:00:00,7.984948339487834,36144.552336840614,2726.712920856272,0.0,0.0,159.6442156296,0.0,0.0,0.0,0.0,445.8175606368031
2050-01-19 08:00:00,0.0,36208.999687131385,7154.458582649491,0.0,0.0,1548.992884934241,0.0,0.0,0.0,0.0,556.8873155977386
2050-01-19 09:00:00,0.0,36271.892706085666,7154.166207411234,0.0,0.15606405499999998,1236.2664449352408,0.0,0.0,0.0,2.998970736,928.6321080728725
2050-01-19 10:00:00,198.5229913492714,36152.20230256212,7156.33987033897,0.0,0.0,1572.9372090397783,0.0,0.0,0.0,20.468248691000003,785.2473638775583
2050-01-19 11:00:00,141.37315865775244,36349.89334319919,7156.33987033897,0.0,0.0,1554.3793381110606,0.0,2.2464355410000003,0.0,43.555270717199996,819.6317261054426
2050-01-19 12:00:00,83.51696587498171,36225.96887621926,7156.33987033897,0.0,0.0,3723.727717581232,0.0,2.815691772,0.0,65.88940888959999,791.1278236698436
2050-01-19 13:00:00,93.92782744408113,36569.3248673558,7156.33987033897,0.0,0.0,4733.647121931565,0.0,12.467441973,0.0,94.4181416288,1049.6148346589378
2050-01-19 14:00:00,352.0468164156565,36746.508405946064,7156.33987033897,0.0,0.00358414,5615.545104937523,0.0,14.942563683,0.0,64.5326290764,1169.9262531124662
2050-01-19 15:00:00,579.9158480925275,36300.43734173469,2727.0970820882076,0.0,0.08664467000000001,3319.5932356486737,0.0,21.899363790000002,0.0,63.9200461728,1900.2531139533583
2050-01-19 16:00:00,178.59530427257224,36668.857888937484,2727.0970820882076,0.0,0.12125319499999998,7114.932028653669,0.0,39.266063739,0.0,29.0942387132,2429.3866144216086
