,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
2050-01-01 00:00:00,1044.0745902989393,2804.8054966207583,147.4135085980621,814.7247619706599,209.82252528705192,0.35061062550244687,5.727486170880952,1501.3754977230808,60.79672866643189,7463.33411583709,0.0
2050-01-01 01:00:00,1044.1788856402238,2398.768908951893,117.80479500367147,766.884819619637,209.82252528705192,54.06416971867694,5.632055314357808,1453.1834804658827,59.676938511193484,7272.366324725868,0.0
2050-01-01 02:00:00,1030.1419268730513,1571.8906193264104,112.35201598257429,751.6153116533039,209.82252528705192,71.4973640897379,5.548370766864248,1421.3045643613696,58.30548827677352,7115.3806442773275,0.0
2050-01-01 03:00:00,1027.8424488178152,1923.7892167334637,115.50944385546795,745.9936799873998,209.82252528705192,59.39518618496329,5.503975983433444,1403.7690231984836,57.66051371948009,7045.305976310577,0.0
2050-01-01 04:00:00,1033.9893453879117,1128.7112662371107,129.35811118497264,746.1364419997399,209.82252528705192,0.35061062550244687,5.517354896066635,1412.9583811890022,57.29621239373311,7107.684345658107,0.0
2050-01-01 05:00:00,1053.0568847537747,525.2640807501135,145.00644005852183,761.3448918070193,209.82252528705192,0.35061062550244687,5.571413459985676,1457.6459746339062,57.86898207301557,7323.459776395867,0.0
2050-01-01 06:00:00,1087.7059359738664,633.2998809670333,157.3790832773374,787.3113150315768,677.4081168848712,0.35061062550244687,5.547404559947877,1526.0885077256885,59.5080831506784,7654.2727401934435,0.0
2050-01-01 07:00:00,1106.4516472354628,819.7828107918516,157.05946852104773,815.478671823344,2004.9403135564182,0.35061062550244687,5.425952959895355,1592.2260563014065,61.25005142891958,8002.655801001353,0.0
2050-01-01 08:00:00,1109.1980211304053,755.0109747277795,167.2879199298724,843.4158486979712,2116.4112265267054,0.35061062550244687,5.41138716807245,1651.7344676296234,62.79593571597959,8271.403810977261,0.0
2050-01-01 09:00:00,1083.2018955091528,783.7080225060213,170.18527606948444,852.3801594243562,2341.288925234481,0.35061062550244687,5.417635726402574,1692.2723402679692,63.33527245152578,8445.869208553431,0.0
2050-01-01 10:00:00,1066.1289478350866,1365.8300887222772,174.26762098677875,844.5399928755893,2556.1999999999994,0.35061062550244687,5.459635246352898,1693.5678272062264,63.91909833601679,8427.382761847926,0.0
2050-01-01 11:00:00,1053.9517571225722,1687.4722005037008,171.84279308315283,832.7085447886192,2556.1999999999994,0.35061062550244687,5.226950437842101,1678.4854314218153,62.966487051528325,8301.492964665338,0.0
2050-01-01 12:00:00,1039.2970818279332,2026.1313774082719,173.05054324685537,816.8432709839615,2556.1999999999994,35.845175103616945,4.742578404918377,1657.10712395767,62.553707891610884,8182.531309308061,0.0
2050-01-01 13:00:00,1020.3642388106947,2202.3051806405956,173.10197704994698,799.5995163062138,2556.1999999999994,40.24242894632459,4.690021794790459,1632.6084526384832,61.791845354647464,8024.72298734697,0.0
2050-01-01 14:00:00,1012.9518608042017,2296.5055376795062,174.79486658412029,784.0521680861517,2556.1999999999994,38.981386758436315,4.694335636730779,1612.0776309229739,60.64678793736388,7870.887293285004,0.0
2050-01-01 15:00:00,1010.4623952808932,2394.6137172322874,176.54365235333714,781.5125188485094,2556.1999999999994,53.17102126760537,4.855508968871974,1614.45520633761,60.26887507181097,7903.320641775228,0.0
2050-01-01 16:00:00,1035.8200826754903,2543.239728365252,165.43241125775293,806.4594419911235,2556.1999999999994,74.2199058614646,5.437695865720365,1721.768692691015,61.871921693669094,8458.032170668203,0.0
2050-01-01 17:00:00,1080.736307131056,3121.80564893285,162.65626399204731,878.918023845807,2556.1999999999994,82.89999999999999,6.269597708701023,1851.8023378384016,67.08140156169348,9053.533984587739,0.0
2050-01-01 18:00:00,1172.8392874619544,3463.6391190871354,135.14706296120463,911.0986727793297,2556.1999999999994,82.89999999999999,6.288598618446674,1848.010028551502,70.69475793645094,9007.751749396946,0.0
2050-01-01 19:00:00,941.9544412015316,3415.793527473729,119.18062652351936,903.9146101560202,1669.4525693972269,82.89999999999999,6.25094447657385,1816.5041327212139,70.30000301316954,8874.902282693993,0.0
2050-01-01 20:00:00,828.4963153570998,3337.131175858894,167.47461635579575,890.8001531764507,1702.8159434126956,82.89999999999999,6.198195642041836,1767.637902440757,69.55670529658572,8649.68370228931,75.26373066505914
2050-01-01 21:00:00,783.5438688890586,3210.959799858922,193.71191134660643,863.3319759513226,2298.3351576328773,82.89999999999999,6.081038224125941,1685.0989818783182,68.28700937630673,8309.204593388604,108.3241927823635
2050-01-01 22:00:00,734.378731309033,3010.173028249126,181.19992034423802,820.3996571637687,2556.1999999999994,82.39825571761946,5.893736012087298,1578.8458072247554,64.68415286453471,7777.603638648128,85.80545670636893
2050-01-01 23:00:00,762.3420037079372,2790.1510584342286,173.91018669655944,778.2637102581522,2556.1999999999994,76.60283223105402,5.666907227132245,1479.513588874543,61.68487425089095,7297.185007807117,29.073887076432023
2050-01-02 00:00:00,908.2709584351891,2618.674025753004,140.16295008049994,745.6018072497558,2556.1999999999994,73.40129174673987,5.473171107930744,1415.487209975681,59.0980263164889,7025.223819131897,0.0
2050-01-02 01:00:00,912.1957593962611,2509.7408483508516,166.068284377553,733.2330509676627,2556.1999999999994,34.65086599055829,5.373540305560308,1386.7144102696418,57.448045316603725,6907.259149890294,0.0
2050-01-02 02:00:00,938.3809226407996,2449.13592506842,170.59265361166192,727.9534781931916,2556.1999999999994,28.424050522688734,5.327147763573484,1380.1290090485095,56.722938999108834,6912.783490381187,0.0
