block,AZ,CA,CO,ID,MT,NM,NV,OR,UT,WA,WY
0,372219.00505766517,516074.1758143019,30554.80199175025,328576.0121814633,254327.891447976,7156.244019694961,2306.66079133214,623181.5784177544,23615.185695562013,2951166.528405574,14971.039207506057
1,393074.0858721343,1498253.165906871,59963.160187943795,570256.3892945875,537239.2619385741,11398.42900086717,2974.7320918677437,702589.9097316833,37281.394516104905,4265201.43206284,64961.44301543883
4,334732.14656182984,1142785.631274439,66516.6171182927,406706.01274402277,295715.2540336417,8053.029784017137,2576.885770413792,403164.1479606963,26726.138711722855,2812510.991452807,54269.57921069518
6,278384.76222905394,770006.8032375525,20386.73354211355,240393.2685551086,399879.23027784476,6832.96606245698,1900.5932175029125,565029.7440114093,23379.1348886278,3223454.2359100077,10840.665381985122
peaknet3,85097.267270752,286961.7959050485,13762.60471132376,100249.24968495,75310.00845540002,1945.4175851476546,649.150510491717,91994.43524505661,6468.391152474198,707690.7621770293,13283.725715470646
peaknetramp5,67611.26987465277,148065.20607497002,1101.8036560105431,42118.54759803344,75587.11837535852,1439.157406529169,489.4871100492798,98300.73706834277,4640.692539428496,547799.6379081365,2057.0081497166416
peaktotal2,86868.46776461063,288710.43673481507,15250.264538510863,105705.31019041927,78559.42726152649,2009.5920108164346,671.6083950765019,89498.7183475274,6622.452448317326,700645.2114925525,13776.671798369473
